,search_string,name,score
76078,Financial Information Forum,Financial Institutions Inc,0.9056853406732961
72999,PepsiCo Global R&D,PepsiCo Inc,0.9056825040695797
66063,California Trout and Matilija Coalition,California First National Bancorp,0.9056797300349163
85938,"Williams Benator & Libby, LLP",Williams-Sonoma Inc.,0.9056792833129732
87570,"Baldwin Pole & Piling Company, Inc.",Baldwin Technology Co Inc,0.9056775301404237
13814,Focus on Energy,Focus Media Holding Ltd,0.9056587274672048
90840,Park Falls,Park National Corp,0.9056473411918684
84027,Victoria Plumbing & Heating Supply Co. Inc.,Victory Nickel Inc,0.9056177670078394
65081,Jackson-Jennings Co-op,Jacksonville Bancorp Inc/MD,0.9056169542269761
65030,Washington Grain Alliance,Washington Gas Light Co,0.9056125144323351
77516,Synergy Project,Synergy Pharmaceuticals Inc,0.9056048229095648
73038,Education of Young Children,Education Holdings 1 Inc,0.9056027202823163
82215,Enterprise Consulting Group,Enterprise GP Holdings LP,0.9055933232195351
65145,Government of Italy,Government Properties Income Trust,0.9055347225130901
7093,Skywest Airlines,SkyWest Inc,0.9055274201414535
88024,Protection,Protection One Inc,0.9054689550001438
88081,Morgan State University Head Start,Morgan Stanley India Investment Fund Inc.,0.9054556103253105
78564,McNair Program,Monroe Bancorp,0.9054074136059226
78019,Mackenzie Ranch Inc.,Mackenzie Master LP,0.9053822867827249
84607,Adirondack Soaring Group,Adirondack Trust Co,0.9053801778057615
78178,Fair Haven Union High School,Fair Isaac Corp,0.9053520668474706
2598,"Alaska Miners Association, Inc",Alaska Air Group Inc.,0.9053024448355402
72070,Illinois Thoroughbred Breeders and Owners Foundation,Illinois Tool Works Inc.,0.9052970588844477
79196,Macatawa Bay Bass Club,Macatawa Bank Corp,0.9052856465985002
75888,BECKER,Becker Milk Company Ltd,0.905261428466101
67223,Public Counsel Law Center,Publicis Groupe SA,0.9052137847325292
85005,Manitowoc Public Utilities,Manitowoc Company Inc.,0.9052001803158722
86251,Phoenix Housing Counseling Non-profit Inc.,Phoenix Canada Oil Co Ltd,0.9051969664293633
91215,LifeServe Blood Center,Lifevantage Corp,0.9051896172649002
70612,Baltimore Lead Paint Services,Baltimore Gas & Electric Co,0.9051846611613675
14551,California Forestry Association,California Grapes International Inc,0.9051845786802487
8219,Tennessee Mental Health Consumers' Assoiation,Tennessee Commerce Bancorp,0.9051708856784081
90442,Autoimmunity Research Foundation,AutoImmune Inc,0.905168369780117
84608,"Adirondack Soaring Group, Inc.",Adirondack Trust Co,0.9051589929956668
8974,California Department of Public Health,California Micro Devices Corp,0.9051584467858264
72161,North Star Club Coalition,Northrop Grumman Corp,0.9051411664487293
6893,California Roundtable on Agriculture and Environment,California Pizza Kitchen Inc,0.9051389727449332
87149,Fidelity Investments,Fidelity & Guaranty Life,0.9050793013667994
69554,Software Professional Solutions,Software HOLDRS (SM) Trust,0.9050564119838195
88950,Canadian Standards Association,Canadian Tire Corp Ltd,0.9050538623389249
4657,New England Herpetoculture LLC,New England Realty Associates LP,0.9050222173786916
4718,Sempra Energy Utilities for Southern California Gas Company,Sempra Energy,0.9049787047784502
85654,Arizona Lutheran Academy,Arizona Public Service Co,0.9049608457059348
75995,General Coucel for East Valley Water District,General Nutrition Centers Inc,0.9049259292569195
76922,Puget Sound Shipbuilders Association,Puget Sound Energy Inc,0.9049153804148291
4144,Florida Sugar Cane League,Florida Gaming Corp,0.904889492136609
71890,General Public,General Mills Inc.,0.9048854004271536
80315,"Century Health Capital, Inc.",Century BanCorp Inc,0.9048619282586227
87977,Transystems,Transcat Inc,0.9048601755679672
80631,"Harris Land Services, LLC",Harris Interactive Inc,0.9048581157879758
65133,Government Accountability Project,Government Properties Income Trust,0.9048517717468881
2582,"Alaska Miners Association, Inc.",Alaska Air Group Inc.,0.9048417568597238
77838,ROCHESTER DISTRICT VNA,Rochester Medical Corp,0.9048388056745187
67154,Cumberland Resources Corp.,Cumberland Pharmaceuticals Inc,0.9048376606613296
70639,Eastern Idaho Weed Control Association,Eastern Insurance Holdings Inc,0.9048225192581382
76495,"Hudson-Mohawk Bird Club, Inc.",Hudson's Bay Co,0.9048138948453447
87117,Frontier Enterprises,Frontier Financial Corp,0.9047899333516287
82136,"R2T, Inc.",AXT Inc,0.9047775454346859
51,Panhandle Sportsman's Assn.,Panhandle Oil & Gas Inc,0.9047769306677548
78876,"Capital Group, LLC",Capital Southwest Corp,0.9047455869950536
88034,Alachua County Environmental Protection Department,Anaconda Mining Inc,0.9047432416556549
85334,Hartford Regional Office,Hartford Income Shares Fund Inc.,0.9047385390813759
65238,Georgia Cattlemen's Association,Georgia Bancshares Inc,0.9047122611592292
13670,Northwest Alliance,Northwest Pipe Co,0.9046854865947621
85305,Advancement of Wound Care,Advanced Emissions Solutions Inc,0.9046806811045519
15359,"World Kitchen, LLC",World Color Press Inc,0.904676006454567
12153,Portland State University,Portland General Electric Co,0.90465824411562
89943,Annuity Insurers,Annuity and Life Re (Holdings) Ltd.,0.9046112729766164
77307,"Williams NationaLease, LTD",Williams Cos Inc.,0.904607327592543
6536,Washington State Legislature,Washington Real Estate Investment Trust,0.9046050856816694
84433,Xenon International Academy,Genoil Inc,0.9045806392042444
13745,European Federation of Pharmaceutical Industries and Associations,European Electric Metals Inc,0.9045717098685072
83627,Harrisburg Redevelopment Authority,Harris Teeter Supermarkets Inc,0.9045612328749268
11868,Virginia Tech,Virginia Heritage Bank,0.9045151219094619
14171,University Hospitals Health System,University Bancorp Inc,0.9045114311136132
14345,Southern Crushed Concrete LLC,Southern Co,0.9044830579093608
90477,Aberdeen-Springfield Canal Company,Aberdeen Total Dynamic Dividend Fund,0.9044545283106131
66345,Family Voices,Family Dollar Stores Inc.,0.9044473978123467
13951,Virginia Nursery & Landscape Association,Virginia Electric & Power Co,0.904430255736445
9549,California Herpitoligist Club,California Republic Bancorp,0.9044233336382204
72448,"Family Care Center, Inc",Family Room Entertainment Corp,0.9044153311234111
8993,California Citrus Quality Council,California Micro Devices Corp,0.9043765000140761
11229,Alabama Congressional Delegation,Alabama Power Co,0.904368252751546
88895,Northern Research Station,Northern States Power/WI,0.9043494950178749
82684,Village of Southampton,Village Super Market Inc,0.9043402946027866
89213,Seneca Properties,Select Bancorp Inc,0.9043363165707524
75766,Palo Alto Medical Foundation Research Institute,Palo Alto Networks Inc,0.904333710029071
14608,Washington State Labor Council,Washington Trust Bancorp Inc,0.9042905051718886
87732,Golden Real Estate,Golden River Resources Corp,0.9042696719711888
78753,"Telecom Staffing, LLC",Telecom Argentina SA,0.904262088566741
14488,California Medical Associaition,California Grapes International Inc,0.9042543947561549
73487,"Quality Food Brands, Inc",Quality Distribution Inc,0.9042403577345393
83866,Thomas Family Farms Inc.,Thomas Group Inc,0.9042134717490637
81181,BrightScope Inc.,Bangor Hydro-Electric Co,0.9041768500044959
67864,Public Health Delta and Menominee Counties,Public Co Management Corp,0.9041556728957262
79234,Kentucky Division of Water,Kentucky Utilities Co,0.9041463118741456
78052,Genesis Living,Genesis Land Development Corp,0.9041337306639378
81310,Partnership for Food Safety Education,Partners Value Split Corp,0.9041130392097072
11217,"Alabama Council on Human Relations, Inc.",Alabama Power Co,0.9041079389829059
14487,California Office of Traffic Safety,California Grapes International Inc,0.9040925931921264
64903,Texas A&M University System,Texas Roadhouse Inc,0.9040901124350724
78314,Berkeley County Schools,Berkeley Technology Ltd,0.9040850601221256
3886,Southwest Minnesota Housing Partnership,Southwest Airlines Co.,0.9040809482831433
2361,Georgia Credit Union Affiliates,Georgia Power Co,0.9040723913303657
9505,Western Fumigation,Western GeoPower Corp,0.9039922321980579
5741,Center for Science and the Public Interest,Centerpoint Energy Resources Corp,0.9039851584106112
9541,California Association of Bicycling Organizations,California Republic Bancorp,0.9039840973532403
68308,Healthcare Information an,Healthcare of Today Inc,0.9039575936767659
74351,Copper Kettle Farm,Coopers Park Corp,0.9039560851922764
67628,Kentucky Department of Fish & Wildlife Resources,Kentucky First Federal Bancorp,0.903939404744066
9115,Walgreen Co.,Walgreens Boots Alliance Inc,0.9039210229797833
76501,Chatham County Mosquito Control,Chatham Lodging Trust,0.9039183176521474
71740,Marine Biochemists owned,Marine Products Corp,0.9039013596769369
65243,Georgia Tech Research Institute,Georgia Bancshares Inc,0.9038690225885678
72287,Companion Systems,Companhia Siderurgica Nacional,0.9038506944605732
78016,MatSu Business Alliance,Marsulex Inc,0.9038004438894455
84857,Solar Energy Industries Association,Solar Enertech Corp,0.903794440341683
66734,Midwest Properties of Michigan,Midwest Banc Holdings Inc,0.9037608829620787
80496,St. Lawrence County,St. Lawrence Seaway Corp,0.9037201790713977
69896,Commuinity Connections,Community Choice Financial Inc,0.903699949699878
85986,Region VII Head Start Association,Regions Financial Corp,0.9036995450908679
90688,Pharmaceutical Care Management Association,Pharmaceutical Products Development Inc,0.9036942716298829
11162,Georgetown University Hospital,Georgetown Corp,0.9036745386272599
9575,California Cotton Ginners and Growers Associations,California Republic Bancorp,0.9036675481980473
65059,Community Action of the Franklin,Communications Systems Inc.,0.9036507772821917
13132,Orange County Utilities Florida,Orange & Rockland Utilities,0.9036331825726507
89489,"Jefferson Invest Group, LLC",Jeffersonville Bancorp,0.9036284454622973
77601,People for Land and Nature,Peoples Financial Services Co,0.9036118904518909
80093,"Georgia Chiropractic Association, Inc.",Georgia Carolina Bancshares,0.9036014717756061
79170,Select Milk Producers and Continental Dairy Products,Select 50 S-1 Income Trust,0.9035946617283915
73479,Noranda Aluminum Inc.,Noranda Aluminum Holding Corp,0.9035703349651653
80362,Southern Min Beet Sugar Coop,Southern USA Resources Inc,0.9035595294750193
76129,"Consumer Credit Counseling Service of Greater Atlanta, Inc.",Consumer Staples Select Sector SPDR Fund,0.9035568297089319
65281,Whole Foods,Whole Foods Market Inc,0.9035514666937532
82504,"Enviro Safetech, Inc.",Enviro-Serv Inc,0.9035496044562619
67277,International Community of Corrections Association,International Lottery & Totalizator Systems Inc,0.9035485691022728
4234,Florida Fertilizer & Agrichemical Association,Florida Gaming Corp,0.9035296576958936
73488,Quality Implant Coalition,Quality Distribution Inc,0.903513248403191
67015,Kentucky King Coal,Kentucky Power,0.9035046719440533
88240,American Electric Motor Service,American Electric Power Co Inc,0.9034951048509935
81232,Energy Management Corporation,Energy Transfer Equity LP,0.9034933462479791
479,Virginia Head Start Employees,Virgin Mobile USA Inc,0.9034853654564613
81892,"Silver City Serpentarium, Inc.",Silvercorp Metals Inc,0.9034635546304187
89585,Cascade AIDS Project,Cascades Inc,0.9034287802183611
84534,Charles Stuard Mott Community College,Charles River Laboratories International Inc,0.9034149151097264
14911,Washington Association of Wheat Growers,Washington Banking Co,0.9034060900688048
80101,Georgia Shakel Communications,Georgia Carolina Bancshares,0.9034034647935859
505,Northeast Iowa RSVP,Northeast Community Bancorp Inc,0.9033963982384037
13841,"Virginia Department of Mines, Minerals and Energy",Virginia Electric & Power Co,0.9033821633867093
71238,Physician Insureres Assoc of America,Physicians Formula Holdings Inc,0.9033749280765273
6858,California School Nutrition Association,California Pizza Kitchen Inc,0.9033637924319323
11211,Alabama Office of Primary Care & Rural Health,Alabama Power Co,0.9033604630526669
75079,"New York Apple Sales, Inc.",New York & Co Inc,0.9033576359840688
90737,Maxwell and Lupin,Maxwell Technologies Inc,0.9033387142691235
82376,Partners In Mortgage Inc.,Partners Value Investments LP,0.9033323483276946
83770,"Community Action Partnership of San Luis Obispo County, Inc.",Community National Bank of the Lakeway Area,0.9033274669636053
86852,"Blackburn, Childers & Steagall, PLC",Black Iron Inc,0.9033002247673743
73142,Computer & Communications Industry Association,Computer Modelling Group Ltd,0.9032977837832012
1811,Delaware Nature Society,Delaware Investments Arizona Municipal Income Fund Inc,0.9032968502397636
12316,Children and Family Services,Childrens Place Inc,0.9032918530567342
91003,Southwest Medical Group Neurology Associates,Southwest Georgia Financial Corp,0.9032754000481946
86632,Indiana Northeastern Railroad,Indiana Community Bancorp,0.9032555907859862
7615,Consumers Union,Consumer Discretionary Select Sector SPDR Fund,0.9032296264523284
75281,International Bottled Water Asociation,International Baler Corp,0.9032146038449014
90946,Spectrum Residential Appraisals,Spectrum Brands Holdings Inc,0.9032019984155333
80175,Marshall University Heart of Appalachia Talent Search Program,Marshall & Ilsley Corp,0.9031935611069071
13952,Virginia Poultry Federation,Virginia Electric & Power Co,0.9031915838102675
70707,"Evolution Benefits, Inc.",Evolution Petroleum Corp,0.9031839888212623
72739,Blue Water Fishermen's Association,Blue Water Petroleum Corp,0.9031650592951023
87576,Quaker Concern for Animals,Quaker Chemical Corp,0.9031607948097856
83904,Pinnacle Career Institute,Pinnacle Data Systems Inc.,0.9031410113251063
73942,Oxford Mining,Oxford Industries Inc.,0.9031281830672515
13310,New Jersery Juvenile Justice Commission,New Jersey Resources Corp,0.9031257677714458
68430,Alabama Nursery and Landscape Association,Alabama Gas Corp,0.9030897674182339
89587,Cascade Peaks Construction,Cascades Inc,0.9030873500705765
5671,Center for Social Inclusion's,Centerpoint Energy Resources Corp,0.9030683457377655
86546,Canadian Gas Association,Canadian Satellite Radio Holdings Inc,0.9030545990241677
87097,Phoenix Commercial Park,Phoenix Cos Inc.,0.903028748368291
74089,Bright Beginnings,Brightcove Inc,0.90302631421221
5584,Center For Biological Diversity,Centerpoint Energy Resources Corp,0.9030214341930242
75969,Columbia Gorge Fruit Growers Association,Columbia Emerging Markets Consumer ETF,0.9030000002589733
65058,Communication Workers of America,Communications Systems Inc.,0.9029999026325056
70803,Florida Housing Finance Corporation,Florida Public Utilities Co,0.9029959990266347
77911,"Martin Burlingame Insurance Agency, Inc.",Martin Midstream Partners LP,0.9029930559429065
14528,California Grey Whale Coalition,California Grapes International Inc,0.9029884559715934
80234,Liberty Electric Power LLC,Liberty Gold Corp,0.9029859129500771
13224,Eastern Washington University,Eastern Virginia Bankshares Inc,0.9029587331076477
9652,Forest Resources Association Inc.,Forest Laboratories Inc,0.9029456103691162
76522,"President of Niagara Generation, LLC",Presidential Life Corp,0.9029311634018042
66463,"Community Medical Centers, Inc.",Community West Bancshares,0.9029311090493738
74671,Cooperative Grocers,Cooperative Bankshares Inc,0.9029017241659868
90912,KapStone Kraft Paper Corporation,KapStone Paper & Packaging Corp,0.9028997973106728
74835,Premier Co-op,Premier Canadian Income Fund,0.9028926177655746
71497,Pacific Coast Federation of Fishermen's Associations,Pacific Energy Resources Ltd,0.9028919643693871
1139,Peninsula Regional Medical Center,Peninsula Gaming LLC,0.9028780527626508
1851,Delaware Department of Natural Resources & Environmental Control,Delaware Investments Arizona Municipal Income Fund Inc,0.9028729963660186
70909,Oil-Dri Corporation of America,Oil-Dri Corp of America,0.9028670169992308
75682,Ridgeview Dairy,Ridgefield Acquisition Corp,0.9028416988685567
12065,Northern Plumbing Supply,Northern Illinois Gas,0.902821553486301
75495,Herbalife,Herbalife Nutrition Ltd,0.9028044428799424
87528,Western Mass RLC,Western Asset Municipal Partners Fund Inc,0.902766005225087
88505,Covidien Pharmaceuticals,Covidien Plc,0.9027653021826593
70894,"Medical Flow Systems, Ltd.",Medical Facilities Corp,0.9027624196353741
67152,Cumberland Resources Corporation,Cumberland Pharmaceuticals Inc,0.9027610838753579
73250,"Hillsborough County, Florida",Hillsborough Resources Ltd,0.9027355771023402
84628,Susquehanna Health,Susquehanna Bancshares Inc,0.9027067939222047
77559,arthacompany@gmail.com,ArthroCare Corp,0.9026938677491447
7076,Greater Roanoke Valley Asthma and Air Quality Coalition,Greater Atlantic Financial Corp,0.9026927274472648
88350,FirstEnergy Nuclear Operation Company,FirstEnergy Corp.,0.9026827551105631
7731,Consumer's Union,Consumer Discretionary Select Sector SPDR Fund,0.9026781716040826
4142,Florida Fertilizer and Agrichemical Association,Florida Gaming Corp,0.9026657516149191
72947,Health Professionals for Clean Air,HealthSpring Inc,0.9026542024002898
4768,Pacific Mortgage Company,Pacificorp,0.902612868914387
9094,Property Casualty Insurers Association of America,Procera Networks Inc,0.9025766497502316
11301,Florida Reptile Industry,Florida Power & Light Co,0.9025454208053336
71937,Comprehensive Treatment for Eating Disorders,Comprehensive Care Corp,0.902539125281934
71252,Southwestern Michigan College Educational Talent Search,Southwestern Public Service Co,0.9025208602818424
84673,New America Foundation,New America High Income Fund Inc.,0.9024925184778319
82023,"Financial Aid Services, Inc.",Financial Select Sector SPDR Fund,0.9024875801669683
11857,West Houston Airport,West Kirkland Mining Inc,0.9024638241964821
79712,Absolute Mechanical,Absolute Software Corp,0.9024624472815956
88477,Magnolia Mortgage,MagicJack VocalTec Ltd,0.9024556538127575
78149,Powers,Power-One Inc.,0.9024399194091955
65760,Pennsylvania Department of Education,Pennsylvania Electric Co,0.9024070688204149
68300,Healthcare Distribution Management Association,Healthcare of Today Inc,0.9023892620044094
69452,Quality Automotive,Quality Systems Inc,0.9023782174149992
89850,Information from,Information Services Group Inc,0.9023733527546581
84097,"Columbia Opportunities, Inc",Columbia Banking System Inc,0.9023708672687023
155,Illinois Office of the Secretary of State,Illinois Power Co,0.9023656117218417
89530,Financial Education and Counseling Alliance,Financial 15 Split Corp,0.9023537925803896
9576,California Intercity Passenger Rail  Corridors,California Republic Bancorp,0.9023016127463446
14938,Cleveland Anarchist Black Cross,Cleveland BioLabs Inc,0.9022949435170284
8081,Professional Surveying Group,Professional Diversity Network LLC,0.9022866194309258
88790,Media Weavers,Media General Inc,0.9022812343986711
6099,Colorado City Farm Bureau,Colorado Interstate Gas Co,0.9022663619448622
76164,"Consumer Credit Counseling Services of Greater Atlanta, Inc.",Consumer Staples Select Sector SPDR Fund,0.9022646288480157
2428,"Georgia Eye Bank, Inc.",Georgia Power Co,0.9022560322667913
70139,Citizens for Portland's water,Citizens First Bancorp Inc,0.902234761713518
77289,"Headwaters Resources, Inc.",Headwaters Inc,0.9022280327770538
71234,Physicians For Social Responsibility,Physicians Formula Holdings Inc,0.9022221755312415
81183,"BrightScope, Inc.",Bangor Hydro-Electric Co,0.9022209093969884
2515,Independent Bakers Association,Independent Bank Corp.,0.9021954833729999
4154,Florida Fertilizer and Agrochemical Association,Florida Gaming Corp,0.9021904344552075
13309,New Jersey Reefers Club,New Jersey Resources Corp,0.9021791067640631
83470,Vermilion Co. IL),Vermillion Inc,0.9021664913249857
89980,"Terra Tech Engineering Services, P.C.",Tetra Tech Inc,0.9021434826957893
82747,Pactec International,Protech Home Medical Corp,0.9021353126828753
76873,"Power Clean 2000, Inc.",Power Corp Of Canada,0.9021332977163832
78518,Southwest Family Chiropractic,Southwest Water Co,0.9021187256836466
82639,Energy National Laboratories,Energy Today Inc,0.9021026722463249
8304,Westside Housing Organization,Westell Technologies Inc,0.9020876432121052
70137,Citizens Memorial Healthcare,Citizens First Bancorp Inc,0.9020614778812838
1394,Delta Airlines Pilot,Delta Air Lines Inc,0.9020559697184627
75212,Merry Oaks Farms,Metro Bancorp Inc,0.9020550502625573
9478,Cleveland County LEPC,Cleveland-Cliffs Inc,0.9020480211637123
85854,Broadview University,Broadview Networks Holdings Inc,0.902043146307888
80202,Peoples Outreach,Peoples Community Bancorp Inc,0.9020379198616101
13124,Orange-Co and C.I. Groves,Orange & Rockland Utilities,0.9020347369974038
487,Virginia Turfgrass Council,Virgin Mobile USA Inc,0.9020086350815363
86334,Smith & Pivoz PLC,Smith & Nephew PLC,0.9020052484355056
74711,"Marathon Cheese Transport, LLC",Marathon Petroleum Corp,0.9019943831065907
69746,"CF Industries, Inc.",CF Industries Holdings Inc,0.9019829391655914
74081,Peabody Municipal Light Plant,Perry Ellis International Inc,0.9019812781922429
78696,Carrollton Public Schools,Carbonite Inc,0.9019601939777602
71176,Physicians for Social Responsibility,Physicians Formula Holdings Inc,0.9019521373406473
74184,Flanders Electric of Illinois,Flanders Corp,0.9019328107223648
70641,Eastern Long Island Audubon Society,Eastern Insurance Holdings Inc,0.9019046386160061
78704,"Carroll & Blackman, Inc.",Carbonite Inc,0.9019006278579496
9810,Central Oregon Truck Company,Central Natural Resources Inc,0.901885119759979
11783,Farmers Bank,Farmers National Banc Corp/OH,0.901842698970862
78078,Silver Salmon Creek Lodge,Silver Spruce Resources Inc,0.9018249123173867
3812,Canadian Trucking Alliance,Canadian Royalties Inc,0.9018216955479025
82027,Financial Services Oversight Committee,Financial Select Sector SPDR Fund,0.9018056439370242
87032,Community Health Association of Spokane,Community Central Bank Corp.,0.9017878009586604
7488,Marine Engineers Beneficial Association,Marine Drive Mobile Corp,0.9017874480909123
86924,"Lindsay & Brownell, LLP",Lindsay Corp,0.9017763565057121
78964,Washington For Traditional Values,WashingtonFirst Bankshares Inc,0.9017706190977736
77143,Lakeview Rifle and Pistol Association,Lakeview Hotel Investment Corp,0.9017189459872091
67915,Community Food Security Coalition,Community Financial Corp,0.901680959787844
8206,Tennessee State Parks,Tennessee Commerce Bancorp,0.9016720313997244
90390,Allianz Life Insurance Company of North America,AllianzGI International & Premium Strategy Fund,0.9016635979431802
88897,Marathon,Marathon Gold Corp,0.9016556317879851
82892,"World Energy Alternatives, LLC",World Energy Solutions Inc,0.9016508495276297
83410,DATA SPECTRUM CORPORATION,Datascension Inc,0.9016505774751912
86514,"Owens Corning Foam Insulation, LLC",Owens Corning,0.9016407956361377
89772,"Global Immigration Partners, Inc.",Global-Tech Advanced Innovations Inc,0.9016263840804659
69663,Kansas Chiropractic Association,Kansas City Power & Light Co,0.9015874403104016
85316,Blackhawk Network,Black Knight Inc,0.9015836069653825
79328,Round Rock Symphony,Roundy's Inc,0.9015537073368068
78441,Education Training and Technical Assistance,Education Realty Trust Inc,0.9015307437072138
66857,Alliance for Regenerative Medicine,Alliance Data Systems Corp,0.9015221667951034
83440,Hackettstown Regional Medical Center,Hackett Group Inc,0.9015066773520682
73522,Health Law Advocates,Health Fitness Corp,0.901484065630544
7706,Consumer Education Serices,Consumer Discretionary Select Sector SPDR Fund,0.9014799743611491
14929,Cleveland County Local Emergency Planning Committee,Cleveland BioLabs Inc,0.9014784267511918
82841,Pharma Marketing Blog,Pharma-Bio Serv Inc,0.9014408906933028
89289,Transcript of Hearing February,Transnet Corp,0.9014294178954197
108,Air Transport Association of Canada,Air Transport Services Group Inc,0.9014131645620924
67322,Private Practice Clinical Nutritionist,Private Bank of California,0.9014048928561307
86622,Bridges Organic Brewery,Bridge Bancorp Inc,0.9013993038662664
65517,Anderson and Buran PC,Andersons Inc,0.9013901138489773
9112,"Property Management Consulting, LLC",Procera Networks Inc,0.9013812701349107
78613,"Morris Nursery & Landscapes, Inc",Morris Publishing Group LLC,0.9013599100258127
74832,Premier Cooperative,Premier Canadian Income Fund,0.9013472526907893
80156,"Richard C. Wayne & Associates, P.C.",Richardson Electronics Ltd,0.901346399058628
80346,Clearwater Farms Inc.,Clearwater Seafoods Inc,0.9013372260460087
69455,Quality Earthscapes,Quality Systems Inc,0.9013265126292932
66865,Alliance for Telecommunications Industry Solutions,Alliance Data Systems Corp,0.901318429803411
9030,Honeywell Safety Products,Honeywell International Inc,0.9013100233193695
67473,New York State Insurance Department,New York Times Co,0.901298040930158
9507,Western Genetics,Western GeoPower Corp,0.9012800401554534
5569,Center for Science in the Public Interest,Centerpoint Energy Resources Corp,0.9012655029617265
9074,Consumers International,Consumer Portfolio Services Inc,0.9012648816254961
87921,Northwest FCS,Northwest Natural Gas Co,0.9012487676717634
85402,PRISM International,Prism Technologies Group Inc,0.9012392117538386
78906,"New World Regulatory Solutions, Inc.",New World Brands Inc,0.9012298456814107
2442,Georgia Interfaith Power & Light,Georgia Power Co,0.9011769727739114
1247,Montana Dept. of Commerce,Monar International Inc,0.9011714136551795
81279,Southeast Property Investments,SouthFirst Bancshares Inc.,0.9011711873130525
15195,"Campbell Aviation, Inc.",Campbell Soup Co,0.9011689994779067
9463,University of Hamburg,Universal Stainless & Alloy Products Inc,0.9011461722222599
69419,Sonoma County Water Agency,Sonoma Valley Bancorp,0.9011312620342256
1842,Delaware Department of Natural Resources and Environmental Control,Delaware Investments Arizona Municipal Income Fund Inc,0.9011223415702215
68213,New York Committee for Occupational Safety and Health,New York Community Bancorp Inc.,0.9011132962771186
83861,Thomas More College,Thomas Group Inc,0.9011125753749525
77582,Green Diamond Resource Company,Green Dot Corp,0.901095610715356
90063,Whitehead,DynaVox Inc,0.9010866356075821
64806,Green Valley Co-op,Greenway Medical Technologies Inc,0.9010556981834966
13690,California Bankers Association,California Coastal Communities Inc,0.9010351171114095
67233,Public Utilities Commission of Ohio,Publicis Groupe SA,0.901031770720181
9552,California Association of Private Postsecondary Schools,California Republic Bancorp,0.9010316988792242
76068,"Services by JMC Electrical, Inc.",Service Bancorp Inc,0.9010217858930847
82233,Advance Beauty College,Advanced Proteome Therapeutics Corp,0.9010177223585535
8242,"Tennessee Orthopaedic Clinics,",Tennessee Commerce Bancorp,0.9010008930995367
6874,California Investor Owned Utilities,California Pizza Kitchen Inc,0.9009980691892685
91210,Renal Support Network,Axiall Corp,0.9009828379933592
75768,Palo Alto Medical Foundation,Palo Alto Networks Inc,0.900962916749854
79643,Canadian Fitness Education Services Ltd.,Canadian Energy Convertible Debenture Fund,0.9009498023109611
66328,American Physical Therapy Assn.,American Physicians Capital Inc,0.9009421025312059
88103,Cascades Raptor Center,Cascade Bancorp,0.9009391108761687
79495,Global Jet Luxembourg,Global Water Resources Inc,0.9009296302988887
72759,Alabama Public Library Service,Alabama Aircraft Industries Inc,0.9009156685346915
90335,Bio Assistance,BNC Bancorp,0.9009120599929681
71692,Frederick School of Cosmetology,Fredericks of Hollywood Group Inc,0.9009037018697579
13230,Eastern Fish Company,Eastern Virginia Bankshares Inc,0.900900971720188
84053,Columbia Pipe &Supply Co.,Columbia Banking System Inc,0.9008839606198488
73379,Communities in Schools,Community Investors Bancorp Inc,0.9008671423413417
68390,Alaska Crab Coalition,Alaska Pacific Bancshares Inc.,0.9008165909819105
82838,"Pharmacy Management Services, Inc.",Pharma-Bio Serv Inc,0.9008139178597092
4693,New England State,New England Realty Associates LP,0.9007951186198087
9719,Wisconsin Department of Public Instruction,Wisconsin Electric Power Co,0.9007747992926746
83976,AngloGold Ashanti North America Inc.,AngloGold Ashanti Ltd,0.9007362945699332
75577,"Stephen L. Mabe Building, Inc.",Savoy Energy Corp,0.9006853063276604
90596,Leading Real Estate Companies of the World,Leading Brands Inc,0.9006374540288192
80821,"Orange-Co., L.P.",ORANGE,0.9006287171944996
78296,Village Harbour Fishing Club,Village Bank and Trust Financial Corp,0.9006262835719602
86116,Coast Community College District,Coast Distribution System Inc.,0.900575420247469
85790,"Powers Pyles Sutter & Verville, PC",Power Integrations Inc,0.9005588752556704
69071,Kentucky Hospital Association,Kentucky Bancshares Inc,0.9005516282944376
78923,Connecticut Housing Finance Authority,Connecticut Light & Power Co,0.9005354942832611
14860,Partners In Care Hawaii Oahu's Continuum of Care,Partner Communications Co Ltd,0.9004966868388053
80934,"Trinity Wholesale Distributors, Inc.",Trinity Industries Inc.,0.9004910041649797
82199,WAP,Zap,0.9004903670165701
8559,International Cadmium Association,International Tower Hill Mines Ltd,0.9004762323361696
13988,Virginia Commonwealth University Center for Environmental Studies,Virginia Electric & Power Co,0.9004749187788821
15369,Western Association of Fish and Wildlife Agencies,WestJet Airlines Ltd,0.9004488950984204
67573,Managed Funds Association,Managed High Yield Plus Fund Inc.,0.9004426715441353
74393,"Electrostim Medical Solutions , Inc.",Electro Rent Corp,0.900384233869253
7824,San Diego & Imperial District Export Council,San Diego Gas & Electric Co,0.9003698621080847
74885,Global Business Network Association,Global Tech Industries Group Inc,0.9003409344937953
73227,Cedar Valley Corporation,Cedar Fair LP,0.900333569969847
87945,Franklin County Farm Bureau,Franklin Credit Holding Corp,0.9003277270947929
77501,Heart Rhythm Society,Heartland Bancshares Inc/IN,0.9003080144885353
6075,Colorado Department of Health Care Policy & Financing,Colorado Interstate Gas Co,0.9003077152384331
