query_string,candidate_string,match
"Hoosier Energy Rural Electric Cooperative, Inc.","Cavalier Rural Electric Cooperative, Inc.",0.0
"NRG Energy, Inc.",NRG Business Solutions LLC,
"NRG Energy, Inc.",NRG Audrain Holding LLC,
Calpine Corporation,Calpine Capital Trust III,
Pasadena,"MEMC Pasadena, Inc.",0.0
"Environment,  NRG Energy",NRG Energy Labor Services LLC,
Virginia Coal,Coal Property in West Virginia,0.0
NRG Energy,"NRG Heat and Power, LLC",
Washington Rural Electric Cooperative Association,"Steuben Rural Electric Cooperative, Inc.",0.0
Dynegy Inc.,"Dynegy Commercial Asset Management, LLC",
Federal Government Policy,Federal Government Solutions L.L.C.,0.0
NRG Energy,NRG Simplysmart Solutions LLC,
"Alstom Power, Inc.",ALSTOM Inc.,
Pasadena,"Tommy Bahama Pasadena, LLC",0.0
Fall River Rural Electric Cooperative,"Pioneer Rural Electric Cooperative, Inc.",
Infrastructure,"Infrastructure Defense, Inc.",0.0
"Darke Rural Electric Cooperative, Inc.","Butler Rural Electric Cooperative Association, Inc.",0.0
"NRG Energy, Inc.",NRG Renter's Protection LLC,
Golder Associates,Golder Associates Corporation,1.0
"R, Marshall",Marshall R. Young Oil Co.,
Energy Solutions,Energy Choice Solutions LLC,
Nucor Steel - Arkansas,"Nucor LMP Steel, inc.",
Lincoln Electric System,"Lincoln Electric Cutting Systems, Inc.",
Southwest Power Pool,Southwest Partners L.P.,0.0
"Hoosier Energy Rural Electric Cooperative, Inc.","Sussex Rural Electric Cooperative, Inc.",0.0
"Environment, NRG Energy, Inc.",NRG Energy Efficiency-L LLC,
"Energy Markets & Environmental Services, Alliant Energy Corporate Services",Alliant Energy Corporate Services Inc.,
National Grid,National Grid Gas plc,
Marathon Petroleum,Marathon Petroleum Supply LLC,
"General Manager, Dubois Rural Electric Cooperative","Cavalier Rural Electric Cooperative, Inc.",
Southern Company,Southern Company Capital Trust VII,
"Environment,  NRG Energy",NRG Business Solutions LLC,
NRG Energy,"NRG Operating Services, Inc.",
Bob Wyman,"BOB, LLC",0.0
PSEG Nuclear,PSEG Funding Trust I,
Algenol Biofuels on behalf of Algenol,Algenol Biofuels Inc.,1.0
American Electric Power (AEP) shareholders,American Electric Power Service Corporation,
East Kentucky Power Cooperative,"East River Electric Power Cooperative, Inc.",0.0
H. and C. Johnson,H & H Imports Inc.,
"Fusion Center, MIT","Fusion, Inc.",0.0
Core Metrics,Core-Mark Ohio,0.0
Dallas Braun,Dallas Energy Group,0.0
Lockheed Martin et al.,Lockheed Martin Aerospace Corp.,
Martin OÕMalley,Martin Shipping LLC,0.0
Duke Energy,Duke Energy Business Services LLC,
Farmers Electric Cooperative,"Farmers Electric Cooperative, Inc.",1.0
NRG Energy,NRG Astoria Power LLC,
Farmers Electric Cooperative,Farmers Cooperative Company,0.0
Lake Region Electric Association,Lake Region Electric Cooperative,0.0
Steel Institute,Dynamic Steel Corp,0.0
Southeastern Electric Cooperative,"SouthEastern Illinois Electric Cooperative, Inc.",
NRG Energy,NRG Connecticut Affiliate Services Inc.,
Craig,Craig Corporation,0.0
Energy Associate,Energy Associates,
LLC et al,"ET, LLC",0.0
Kansas Electric Power Cooperative,Basin Electric Power Cooperative,0.0
Public Service Director,"Public Service Company of North Carolina, Incorporated",0.0
Toro,"Toro Energy, Inc.",
"Energy Policy, Duke Energy","Duke Energy Renewables Solar, LLC",
Lockheed Martin et al.,Lockheed Martin Aircraft Center,
"NRG Energy, Inc.",NRG Construction Services LLC,
"NRG Energy, Inc.","NRG Resources, Inc.",
Dynegy Inc.,"Dynegy Energy Services, LLC",
Calpine Corporation,"Calpine Producer Services, L.P.",
NRG Energy,NRG Arthur Kill Operations Inc.,
AES Puerto Rico LP,"AES SeaWest, Inc.",
"Environment,  NRG Energy, Inc.",NRG Central US LLC,
C. O'Reilly,"O. C. P., Inc.",0.0
"Environment,  NRG Energy",NRG Maintenance Services LLC,
"Inc., et al.","Al's Plant Care, Inc.",0.0
American Electric Power Company,"American Electric Power Company, Inc.",1.0
"Environment,  NRG Energy, Inc.",NRG New Jersey Energy Sales LLC,
Ameresco,"Ameresco Quantum, Inc.",
Mountain Parks Electric,Mountain Parks Financial Corp.,
"NRG Energy, Inc.",NRG Texas Holding Inc.,
Frank,Frank Logan,
"Environment, NRG Energy, Inc.","NRG Generation Holdings, Inc.",
NRG Energy,NRG Retail Northeast LLC,
"Environment,  NRG Energy","NRG REMA, LLC",
Public Service Commission,Public Service Commission Of Yazoo City,0.0
Administrative Services Officer II,"Administrative Services Group, Inc.",0.0
"Norman C. Bay, Chairman",Norman Concrete Company,0.0
Sustainable Energy,"Sustainable Power Group, LLC",0.0
North AmericaÕs Building Trades Unions,North America Energy Star Corp,0.0
The Climate Trust,The Climate Corporation,0.0
Resource Service,Resource Energy Service Corporation,0.0
National Farmers Union,Farmers National Banc Corp.,0.0
Resource Service et al.,Resource Energy Service Corporation,0.0
British Columbia,British Columbia Transmission Corporation,0.0
Power Supply,"Power Supply, Inc.",0.0
North America Polyurethanes Advocacy,North America Energy Star Corp,0.0
Energy Future Coalition,"Future Energy, Corp.",0.0
Energy Alliance,"Alliance Energy Group, LLC",0.0
Louisiana Energy Users Group,"Louisiana Energy Services, LLC",0.0
Equipment Corp,Equipment Acceptance Corporation,0.0
Steel Institute,Steel Bar Corporation,0.0
FirstEnergy,FirstEnergy Solutions Corp.,
"NRG Energy, Inc.",Nrg Long Beach Inc.,
Energy,"Energy XXI Leasehold, LLC",0.0
Damon,"Damon Dialysis, LLC",0.0
KU Energy LLC,"GE Energy , LLC",0.0
Family,Family Bancorp,0.0
KU Energy LLC,Troy Energy LLC,0.0
"Sterling Planet, Inc.",Sterling Inc.,
Energy Resources,OWL Energy Resources Inc.,0.0
"Environment,  NRG Energy",NRG Energy Holdings Inc.,
Village Manager,Village Windpower Llc,0.0
Southern Company,Southern Company Capital Trust III,
"NRG Energy, Inc.",Energy Worx Inc.,
"Energy Policy, Duke Energy","Duke Energy Lee II, LLC",
"NRG Energy, Inc.","American Energy, Inc.",
Middle Georgia EMC,Middle Georgia Electric Membership Corporation,1.0
Energy,"Mid-Con Energy II, LLC",0.0
Energy,"Laramie Energy II, LLC",0.0
Alexandra,Alexandra Capital Corp.,0.0
Arch Coal,"Arch Coal, Inc.",1.0
Technology,"Technology & Training Services, Inc.",0.0
Pace Energy,Pace Medical Inc.,
Technologies,"Windstar Technologies, Inc.",0.0
Energy,"WNRL Energy GP, LLC",0.0
Adam,Adam Capital Trust III,0.0
Energy,Energy Crossroads,0.0
"Commissioner and Donne R. Tenney, Commissioner","Commissioner.COM, Inc.",0.0
Canada,BHE Canada L.P.,0.0
I. Chicago,"Sysco Chicago, Inc.",0.0
Canada,"Canada Services, Inc.",0.0
Energy,Blue Star Energy LTD.,0.0
Douglas,Douglas Lake Minerals Inc.,0.0
Energy,Energy East Capital Trust I,0.0
"Vice President, Environment,  NRG Energy",NRG Europe,
Media Director,"Media Capital, Inc.",0.0
International President,International Ranger Corp.,0.0
"NRG Energy, Inc.",NRG Yield LLC,
Communications,"Giant Communications, LLC",0.0
Berkshire Hathaway Energy,Berkshire Hathaway Finance Corporation,
"NRG Energy, Inc.",NRG Devon Operations Inc.,
Communications,"Yahoo! Communications, Inc.",0.0
Anonymous,Anonymous Data Corporation,0.0
Technologies,"DSA Technologies, Inc.",0.0
Energy Solutions,"Eaton Energy Solutions, Inc.",0.0
Energy,"HOP Energy, LLC",0.0
Local President,"Local Power, Inc.",0.0
International President,"International Networks, LLC",0.0
Sam,Sam Solomon Inc.,0.0
Natural Resources,"Capital Natural Resources, Inc.",0.0
Calpine Corporation,Calpine Capital Trust II,
Dallas,"Dallas Spoon, LLC",0.0
"Environmental Services, Luminant Generation Company, LLC",Luminant Generation Company LLC,
Energy Law Fellow,"Energy Ventures, Llc",0.0
Tom,Tom Brown Inc.,0.0
Energy Solutions,"H2 Energy Solutions, Inc.",
organization,"The Tyree Organization, Ltd.",0.0
Sterling Planet,Sterling Energy II LLC,
NRG Energy,"Nrg Marsh Landing Holdings, Llc",
Scott Corwin,Scott-Levin,0.0
Energy,"Orbit Energy, Inc.",0.0
National Grid,National Grid Corporate Services LLC,
Gabriel,"Gabriel Europe, Inc.",0.0
Entergy Corporation,Entergy Arkansas Capital III,
National Grid,National Grid Us Llc,
Energy,ASAP Energy Inc.,0.0
Steel Institute,"Steel Ventures, Inc.",0.0
"NRG Energy, Inc.",NRG Business Services LLC,
Technologies,"SYS Technologies, Inc.",0.0
NRG Energy,NRG Cabrillo Power Operations Inc.,
Town of Blanchard,Town Of Canton,0.0
First Wind,First Wind Energy Systems,
Energy,North Energy Central Inc.,0.0
Duke Energy,"Duke Energy Moapa, LLC",
National,"National Wind, LLC",0.0
"NRG Energy, Inc.",NRG Kaufman LLC,
Nucor Steel - Arkansas and Nucor-Yamato Steel Company,"Nucor Steel Gallatin, LLC",
Energy,"Energy North, Inc.",0.0
Energy,Energy West Corporation,0.0
Intermountain West,Intermountain West Communications Company,
Duke Energy,Duke Electric Transmission,
"Ameresco, et. al.","Ameresco Enertech, Inc.",
Frank I. Smizik,"Frank Stangle & Son, Inc.",0.0
"CNA, Corporation",CNA Surety Corporation,
Westinghouse Electric Company,Westinghouse Electric Company LLC,1.0
Lewis & Kappes,Lewis and Lewis Inc.,0.0
Energy Resources,"Energy North, Inc.",0.0
Transmission Cooperative,Deseret Generation And Transmission Cooperative,
Harmon,"Harmon, Inc.",
Better Homes,Better Homes LLC,0.0
Dalton Utilities et al.,"Dalton Utilities, Inc.",1.0
Coastal Electric Cooperative,Coastal Electric Cooperative Inc,1.0
Manitoba Hydro,Manitoba Hydro-Electric Board,1.0
Kansas Farm Bureau,Kansas Farm Bureau Life Insurance Co.,0.0
West Virginia,"West Virginia MS, LLC",0.0
EcoElŽctrica L.P.,EcoElŽctrica Inc.,1.0
Health,"Health Care, Inc.",0.0
Central Georgia Electric Membership Corporation,The Central Georgia Electric Membership Corporation,1.0
Entergy Corporation,Entergy Enterprises Inc.,
Energy Resources,"Miller Energy Resources, Inc.",0.0
Lourdes,"Lourdes Dialysis, LLC",
Texas Operations,"Texas Energy Operations, LC",0.0
NuScale Power,"NuScale Power, LLC",1.0
Natural Resources,Natural Resources USA Corporation,0.0
Dynegy Inc.,"Dynegy Dicks Creek, LLC",
Senior,"Senior Financial, Inc.",0.0
"Environment,  NRG Energy",NRG Energy Efficiency-P LLC,
Central Electric Power Cooperative,"Central Electric Cooperative, Inc.",0.0
Energy Solutions,"Energy Staffing Solutions, Inc.",0.0
NRG Energy,NRG Solar Kansas South LLC,
Energy Future Coalition,Future Energy LLC,0.0
Energy,"Energy Rentals, Inc.",0.0
Calpine Corporation,"Calpine Texas Pipeline, L.P.",
Hoosier Energy Rural Electric Cooperative,"Rural Electric Cooperative, Inc.",0.0
Clearwater,"Clearwater Paper - Wiggins, LLC",
Alpha Natural Resources,"Alpha Natural Resources Services, LLC",
Executive Director & CEO,Executive Detail Corp.,0.0
Exelon Corporation,"Exelon Wind 5, LLC",
NRG Energy,"NRG REMA, LLC",
"International Association of Bridge,Structural","International Association Managers, Inc.",0.0
Craig,Craig Station,0.0
NRG Energy,NRG Texas Gregory LLC,
Calpine Corporation et al.,"Calpine Parlin, Llc",
Bill,Bill Barrett Corporation,0.0
International President,International Post Ltd.,0.0
Renewable Energy Systems Americas Inc.,Renewable Energy Systems Ltd.,
Power Association,Magnolia Electric Power Association,0.0
KC Electric Association,Chugach Electric Association Inc.,0.0
Safety,"Safety-Kleen, Inc.",0.0
"Transmission Association, Inc.","Tri-State Generation & Transmission Association, Inc.",0.0
Weyerhaeuser Company,Weyerhaeuser NR Company,1.0
Aiken Electric Cooperative,"Aiken Electric Cooperative, Inc.",1.0
Calpine Corporation et al.,"Calpine Gilroy Cogen, L.P.",
NRG Energy,NRG Thermal LLC,
Corporate Services,"Corporate Services International, Inc",0.0
Midwest Cogeneration Association,"Fulton Cogeneration Association, L.P.",0.0
Reliability,Peak Reliability,0.0
John Williams,John L Williams Company,
Hayden,"Hayden Ferry Lakeside, LLC",0.0
Brad A.,Brad Hall & Associates Inc.,0.0
Watson,"Watson Laboratories, LLC",0.0
Speedway LLC,Speedway Prepaid Card LLC,
Technologies,"Elpro Technologies, LLC",0.0
NRG Energy,NRG Residential Solar Solutions LLC,
Florence P. Belser,Florence Corporation,0.0
"Environment, NRG Energy",NRG Artesian Energy LLC,
"Dominion Resources Services, Inc.",Dominion Resources Black Warrior Trust,
Energy,Energy Associates,0.0
Energy,"Energy Resources, Inc.",0.0
William,"William Orange Realty, Inc.",0.0
FirstEnergy Corporation,"FirstEnergy Nuclear Generation, LLC",
Nucor Steel - Arkansas,Nucor Steel Kankakee Inc.,
Clean Energy States Alliance,Clean Energy,0.0
"NRG Energy, Inc.",NRG Solar Alpine LLC,
"NRG Energy, Inc.",NRG Common Stock Finance II LLC,
"Environment,  NRG Energy, Inc.","NRG Energy, Inc.",
Marathon Petroleum Company,"Marathon Petroleum Cap Bon, Ltd.",
NRG Energy,NRG Maintenance Services LLC,
"Ameresco, et. al.",Ameresco Janesville Llc,
Powder River Energy Corporation for R. and C. Dillinger,"Powder River Energy Corporation, Inc.",
Houston,Houston Stafford Electric Inc.,0.0
NRG Energy,NRG Latin America Inc.,
Terre Haute,"Terre Haute Hospital Holdings, Inc.",0.0
Don A.,"Don Laster Agency, Inc.",0.0
"NRG Energy, Inc.",NRG Rocky Road LLC,
Energy Resources,American Energy Resources Corporation,0.0
Dynegy Inc.,Dynegy Finance I Inc.,
George,"George W. Fowler Company, LLC",0.0
"NRG Energy, Inc.",NRG Astoria Power LLC,
Duke Energy,Duke Energy Natural Gas Corporation,
Exelon Corporation,Exelon Capital Trust II,
Kenneth,Kenneth R Miller,0.0
Lancaster,Lancaster Colony Corporation,0.0
Calpine Corporation,"Calpine Central, L.p.",
Calpine Corporation,Calpine Natural Gas Trust,
Seminole Electric Cooperative,"Seminole Electric Cooperative, Inc",1.0
Shirley,Shirley Mining Inc,0.0
"PLC on behalf of Arizona Electric Power Cooperative, Inc.","Arizona Electric Power Cooperative, Inc.",
Kenny,"Kenny Industries, Inc.",0.0
Speedway LLC,Speedway.com LLC,
Eileen,Eileen Koch & Company,0.0
Energy Advisor,Energy Alberta Corporation,0.0
R.Johnson,Johnson & Johnson,0.0
Tyler,"Tyler Pulse, LLC",0.0
"NRG Energy, Inc.",NRG Retail LLC,
Duke Energy,"Duke Energy Registration Services, Inc.",
Exelon Corporation,"Exelon Wind, LLC",
Fisher,Fisher Group,0.0
North Central Electric Cooperative,"North Central Electric Cooperative, Incorporated",1.0
Entergy Corporation,Entergy Arkansas Capital II,
"PSEG Nuclear, LLC",PSEG Texas L.P.,
NRG Energy,NRG Yield LLC,
Sempra Energy,Sempra Energy Capital Trust III,
Entergy Corporation,"Entergy Services, Inc.",
Principal,"Principal Solar, Inc.",0.0
"Nuclear Training Instructor, PSEG Nuclear",PSEG Nuclear LLC,
NRG Energy,NRG Mextrans Inc.,
Algenol Biofuels,Algenol Biofuels Inc.,1.0
KU Energy LLC,"Arrow Rock Energy, LLC",0.0
PSEG Nuclear,PSEG Solar Source LLC,
Ann,ANN INC.,0.0
KU Energy LLC,KU Energy Corp.,
Kelly,"Kelly Financial, Inc.",0.0
Dynegy Inc.,"Dynegy Washington Ii, Llc",
"Energy Policy, Duke Energy","Duke Energy Progress, LLC",
Media,"Media Logic USA, LLC",0.0
Perry County,Perry County Financial,0.0
George G.,"George Colliers, Inc.",0.0
NextEra Energy,"NextEra Energy Seabrook, LLC",
"Environment, NRG Energy, Inc.","New NRG, Inc.",
Jackson Electric Membership Corporation,Jackson County Rural Electric Membership Corporation,0.0
TransCanada Corporation,TransCanada Capital,
Gordon,Gordon I Realty Corp.,0.0
National Energy,National Energy Systems Company,
NRG Energy,NRG Arroyo Nogales LLC,
Commissioner,"Commissioner.COM, Inc.",0.0
Calpine Corporation,Calpine Energy Holdings Ltd.,
Energy,"Energy 2000, Inc.",0.0
NRG Energy,NRG Kaufman LLC,
Public Service of New Hampshire,Public Service Company of New Hampshire,1.0
NRG Energy,NRG Solar Isabela LLC,
Project Co-Chair,Project Resources Corporation,0.0
Energy,Energy USA Inc,0.0
"UNS Electric, Inc. and UNS Gas, Inc.","UNS Electric, Inc.",
NRG Energy,Nrg Canal 3 Development Llc,
Illinois Manufacturers' Association,"Manufacturers Bank, National Association",0.0
United Power,United Energy Corp.,
Gibson,Gibson Holdings Ltd,0.0
Southern Company,Southern Company Capital Trust IV,
South Carolina,"South Carolina Fuel Company, Inc.",0.0
Marathon Petroleum Company LP,"Marathon Petroleum Timor Gap West, Ltd.",
Calpine Corporation,"Calpine Texas Cogeneration, Inc.",
"Buckeye Power, Inc.","Buckeye Power Generating, LLC",
Project Co-Chair,Project Orange Capital Corp,0.0
Duke Energy,"Duke Energy St. Francis, LLC",
Entergy Corporation,"Entergy Nuclear Nebraska, LLC",
"NRG Energy, Inc.",NRG Rockford Acquisition LLC,
Mike,"Mike Smith GM, Inc.",0.0
Tom,"TOM-STACK, LLC",0.0
Entergy Corporation,"Entergy Power Ventures, L.P.",
"Energy Policy, Duke Energy","Duke Energy Group, LLC",
"Southwest Power Pool, Inc.","Southwest I, LLC",
Exelon Corporation,Exelon Capital Trust III,
"Advanced Energy Economy (AEE), et al.","Advanced Energy Industries, Inc.",
"Georgia Public Service Commissioner, Georgia Public Service Commission",Georgia Gas Service Co.,0.0
"Michael E. Easley, CEO","Michael Electric, Inc.",0.0
Research & Development,"Development & Research, Inc.",0.0
Midwest Electric,"Midwest Electric Power, Inc.",0.0
First Wind,First Wind Capital LLC,1.0
"et al., Peabody Energy Corporation",Peabody Energy Corporation,1.0
Energy Recovery Council,"Energy Recovery, Inc.",0.0
LS Power Group,"LS Power Generation, LLC",1.0
Advanced Energy Economy,Advanced Energy Services LLC,0.0
Waste Management Department,"Waste Management, Inc.",0.0
Environomics,Environomics Inc.,1.0
Contra Costa Chapter,Contra Costa Electric Inc.,0.0
Georgia Electric Membership Corporation,Middle Georgia Electric Membership Corporation,0.0
WIN Energy REMC,WIN Energy Corporation,0.0
Environmental Control,Environmental Control Corporation,0.0
Environmental Protection,"Environmental Protection Services, Inc.",0.0
Northwestern Energy Corporation,"NorthWestern Energy Development, LLC",0.0
Ameren Services,Ameren Services Company,1.0
Market Development,"Market Development, LLC",0.0
"Brazos Electric Power Cooperative, Inc.","Brazos Electric Cooperative, Inc.",1.0
Jefferson Energy Cooperative,Jefferson Energy I Lp,0.0
The North America Coal Corporation,The North American Coal Corporation,1.0
National Energy,"Energy National, Inc.",0.0
Energy Resources,Energy Resources Corp.,0.0
NorthWestern Energy,"NorthWestern Energy Development, LLC",1.0
Southern Indiana Power,"Southern Indiana Power, Inc.",1.0
Tri-County Electric Cooperative Association,Tri-County Electric Cooperative,1.0
Kansas City Board of Public Utilitiy,Kansas City Board of Public Utilities,1.0
Lakeland Electric,"Lakeland Electric, Inc.",1.0
Philips Electronics North America,Philips Electronics Ltd.,1.0
Peabody Energy,Peabody Energy Corporation,1.0
OGE Energy,OGE Energy Capital Trust II,1.0
Alpha Natural Resources,"Alpha Natural Resources, LLC",1.0
Virginia Rural Health Association,Federated Rural Electric Association,0.0
Waste Management,"Waste Management, Inc.",1.0
Marathon Petroleum,Marathon Petroleum Corporation,1.0
Ormat Technologies,"Ormat Technologies, Inc.",1.0
DTE Energy,DTE Energy Trust II,1.0
Irwin EMC,Irwin Emc,1.0
"Metropolitan County Council (Metropolitan Government of Nashville and Davidson County), City of Nashville",Electric Power Board of The Metropolitan Government of Nashville & Davidson County,1.0
"Xcel Energy, Inc.",Xcel Energy Inc.,1.0
Oglethorpe Power Corporation,Oglethorpe Power Corp.,1.0
Enginuity Worldwide,Enginuity Worldwide LLC,1.0
Macon Electric Cooperative,"Macon Electric Cooperative, Inc.",1.0
Menard Electric Cooperative,"Menard Electric Cooperative, Inc.",1.0
American Electric Power,"American Electric Power Company, Inc.",1.0
Federated Rural Electric,Federated Rural Electric Association,1.0
Ameren Missouri,Ameren Corporation,1.0
Arkansas Electric Cooperatives Corporation,Arkansas Electric Cooperative Corporation,1.0
Public Service Commission,Public Service Co. of Colorado,0.0
Public Works,Public Media Works Inc.,0.0
Conservation Services Group,"Conservation Services, Inc.",0.0
Energy Resources,"Energy Resources, Inc.",0.0
Public Power Council,"Public Power, LLC",0.0
Washington Rural Electric Cooperative Association,National Rural Electric Cooperative Association,0.0
Joyce W.,Joyce/Dayton Corp.,0.0
Joyce N.,Joyce/Dayton Corp.,0.0
Rural Electric Membership Corporation,Okefenoke Rural Electric Membership Corporation,0.0
"Lorain-Medina Rural Electric Cooperative, Inc.","Rural Electric Cooperative, Inc.",0.0
Oregon Rural Electric Cooperative Association,National Rural Electric Cooperative Association,0.0
New Mexico Rural Electric Cooperative Association,National Rural Electric Cooperative Association,0.0
Iowa Utilities Board,Iowa Southern Utilities Company,0.0
Red Lake Electric Cooperative,"Red Lake Electric Cooperative, Inc.",1.0
Tricounty Rural Electric Cooperative,T.I.P. Rural Electric Cooperative,0.0
FirstEnergy Corporation,FirstEnergy Corp.,1.0
Public Utilities,Tacoma Public Utilities,0.0
"Public Service Commission, District of Columbia",Public Service Commission Of Yazoo City,0.0
Board of Commissioners,Board Of Water Commissioners Of Columbus,0.0
Joyce,Joyce/Dayton Corp.,0.0
"Darke Rural Electric Cooperative, Inc.","Rural Electric Cooperative, Inc.",0.0
South Central Power Company,"South Central Power Company, Inc.",1.0
Minnesota Power,"Minnesota Power Enterprises, Inc.",1.0
Renewable Energy,Renewable Energy Corp.,0.0
"Chelan County Public Utility District (PUD) and Tony Webb, General Manager, Grant County Public Utility District",Chester Public Utility District,0.0
Georgia Electric Membership Corporation,The Central Georgia Electric Membership Corporation,0.0
Natural Resources,Natural Resources Group,0.0
Nevada Rural Electric Association,Federated Rural Electric Association,0.0
Benton Rural Electric Association,Federated Rural Electric Association,0.0
Midwest Energy Policy Analysis,Midwest Energy Co.,0.0
Southeastern Indiana REMC,Southeastern Indiana Bancorp,0.0
Midwest Renewable Energy Tracking System Incorporated,"Midwest Renewable Energy, LLC",0.0
Electric Board,"Electric Board Of Guntersville, Inc",0.0
Lindsey,"Lindsey Electric, L.P.",0.0
"Poudre Valley Rural Electric Association, Inc.",Columbia Rural Electric Association Inc.,0.0
Colorado Rural Electric Association,Columbia Rural Electric Association Inc.,0.0
Nebraska Rural Electric Association,Federated Rural Electric Association,0.0
NRG Energy,NRG Marsh Landing LLC,
"NRG Energy, Inc.",NRG Peaker Finance Company LLC,
NRG Energy,NRG SPV #1 LLC,
"Darke Rural Electric Cooperative, Inc.","Butler Rural Electric Cooperative, Inc.",0.0
Green For All,"Green For Energy, Inc.",0.0
"NRG Energy, Inc.",NRG West Holdings LLC,
Brandon,"Brandon HMA, LLC",0.0
"Lorain-Medina Rural Electric Cooperative, Inc.","Somerset Rural Electric Cooperative, Inc.",0.0
Rural Electric Membership Corporation,Heartland Rural Electric Membership Corporation,0.0
"Fall River Rural Electric Cooperative, Inc.","Steuben Rural Electric Cooperative, Inc.",0.0
Calpine Corporation,Calpine European Funding Limited,
Covanta Energy,"Covanta Pasco, Inc.",
Ameren Services,"Ameren Energy Resources Company, LLC",
Calpine Corporation,"Calpine Agnews, Inc.",
Institute for Energy Research (IER),Institute For Econometric Research Inc,0.0
Lyon Rural Electric Cooperative,Plumas Sierra Rural Electric Cooperative,0.0
"Hoosier Energy Rural Electric Cooperative, Inc.","Bedford Rural Electric Cooperative, Inc.",0.0
Lockheed Martin et al.,Lockheed Martin Overseas Corporation,
"Caterpillar, Inc.","Caterpillar Work Tools, Inc.",
Ohio Valley Electric Corporation (OVEC),Ohio Valley Coal Company,0.0
Google Inc.,Google Acquisition Holdings Inc.,
Ivanhoe,Ivanhoe Mines Ltd.,0.0
Technical,"Technical Limit Drillstrings, Inc.",0.0
Lockheed Martin et al.,"Lockheed Martin Advanced Energy Storage, LLC",
NRG Energy,"New NRG, Inc.",
technical,Technical Ventures RX Corp.,0.0
Frank I. Smizik,"FrankÕs Service, Inc.",0.0
"Fraud Analyst, Marathon Petroleum Company, LP",Marathon Petroleum Company LP,
Henry,"Henry S. Lehr, Inc.",0.0
"NRG Energy, Inc.",NRG International LLC,
C. Williams II,Williams Capital II,0.0
Reliability,Reliability Incorporated,0.0
"Rural Electric Membership Corporation, Jackson County , Indiana","Rural Electric Cooperative, Inc.",
NRG Energy,NRG Connecticut Peaking Development LLC,
"Caterpillar, Inc.",Caterpillar Paving Products Inc.,
Susquehanna Township,Susquehanna Capital IV,0.0
Gerald,"Gerald Stevens, Inc.",0.0
Technology,Technology Development Corp.,0.0
Brandon,Brandon Railroad LLC,0.0
"Midwest Energy Efficiency Alliance, et. al.",Midwest Energy Co.,
Michael A. Finney,"Michael Foods, Inc.",0.0
Sunflower Electric Power Corporation,"Sunflower Electric Holdings, Inc.",
"Subsidiaries Tucson Electric Power Company, UNS Electric, Inc.",Tucson Electric Power Company,
"Ameresco, et. al.","Ameresco Federal Solutions, Inc.",
FirstEnergy,"FirstEnergy Transmission, LLC",
High Plains Power,"High Plains Power, Inc.",1.0
Honeywell,"Honeywell Enraf Americas, Inc",
MEd,Med Tex Corp.,0.0
National Grid,"National Grid USA Service Company, Inc.",
Martin J.,Martin Energies LLC,0.0
Dynegy Inc.,Dynegy Administrative Services Company,
"NRG Energy, Inc.",NRG Northeast Affiliate Services Inc.,
"Buckeye Power, Inc.",Buckeye General Power LLC,
North Dakota Senator,"North Dakota LNG, LLC",0.0
FirstEnergy Corporation,Firstenergy Generation Mansfield Unit 1 Corp,
Duke Energy,Duke/Fluor Daniel LLC,0.0
"Summit Carbon Capture, Summit Power Group, LLC","Summit Power Group, LLC",
Southeastern Electric Cooperative,"Southeastern Electric Cooperative, Inc.",1.0
Tri-State Generation,Tri-State Chemex Inc.,0.0
"West Coast, Wartsila North America, Inc.","WŠrtsilŠ North America, Inc.",
"CEO, et al, Whitewater Valley Rural Electric Membership Corporation",Whitewater Valley Rural Electric Membership Corp,
Caterpillar,Caterpillar Inc.,1.0
"Environment,  NRG Energy, Inc.","Nrg Energy, Inc.",
M. and T. Curtis,M&T Capital Trust IV,0.0
Entergy Corporation,"Entergy New Orleans, Inc.",
Advanced Energy Economy (AEE) et al.,Advanced Energy Services LLC,
"Environment,  NRG Energy, Inc.",NRG PacGen Inc.,
CRS,"CRS Holdings, Inc.",
NRG Energy,NRG South Texas LP,
"American Municipal Power, Inc. (AMP) and Executive Director","American Municipal Power, Inc.",
Ameren Services,Ameren Edwards Power Plant,
Hayden,"Hayden Hall, Inc.",0.0
"NRG Energy, Inc.",NRG California South LP,
Gibson,"Gibson Electric Co., Inc.",0.0
"Advanced Energy Economy, et. al.","Advanced Energy Technologies, Inc.",0.0
Shannon,Shannon Automotive Ltd,0.0
"NRG Energy, Inc.",NRG Construction LLC,
"Energy Policy, Duke Energy","Duke Energy Beckjord, LLC",
Val,Val-U-Tech Corp.,0.0
"Inc. (AEEC) and Arkansas Gas Consumers, Inc.","Consumers Gas Company, Inc.",0.0
NRG Energy,NRG Ilion LP LLC,
Midwest Energy,Linn Midwest Energy LLC,
Regal,Regal Energy Corp.,
Covanta Energy,Covanta Plymouth Energy Corp.,
"NRG Energy, Inc.","NRG Manufacturing, Inc.",
TransAlta Centralia Generation,TransAlta Centralia Mining LLC,
Caterpillar,"Caterpillar GB, L.L.C.",
"the Central Electric Power Cooperative, Inc.","Central Electric Power Cooperative, Inc.",1.0
Topaz Power Management,"Topaz Power Management, LP",1.0
Public Service Commission,Public Service Company of New Hampshire,0.0
"Environment, NRG Energy",NRG Energy Center Dover LLC,
NRG Energy,NRG Texas C&I Supply LLC,
