query_string,candidate_string,match
Affordable Construction,AFFORDABLE RESIDENTIAL CMNTYS IN,0.0
Van Bloys,VAN KAMPEN BOND FUND,0.0
thomas andrews,THOMAS & BETTS CORP,0.0
"Cohen, Andrew",COHEN & STEERS LTD DUR PFD & INC,0.0
C I,I C H CORPORATION,0.0
"Walker Resources, Inc.",WALKER & DUNLOP INC,0.0
Lawrence Buys,LAWRENCE SAVINGS BANK NEW,0.0
Charles Rawson,CHARLES RIVER LABS INTL INC,0.0
Charles Riddle,CHARLES RIVER LABS INTL INC,0.0
Lawrence Neuman,LAWRENCE SAVINGS BANK NEW,0.0
C B,C B S CORP NEW,0.0
Lawrence Nolan,LAWRENCE SAVINGS BANK NEW,0.0
"Utilities, Transportation",UTILITIES HOLDRS TRUST,0.0
C D,C D W CORP,0.0
Harvey Checkman,HARVEY ENTERTAINMENT CO,0.0
R. D. Miller,R D O EQUIPMENT CO,0.0
"Great Lakes Dredge & Dock Company, LLC",GREAT LAKES REIT,0.0
T. O'Brien,T O U S A INC,0.0
"Joe Cook, Chairperson, Sierra Club Chesapeake Group",P C C GROUP INC,0.0
"Monterey Bay Aquarium, retired",MONTEREY BAY BANCORP INC,0.0
e.j.,J E D OIL INC,0.0
"Benjamin Plumbing, Inc.",BENJAMIN FRANKLIN BANCORP INC,0.0
Willow:,WILLOW FINANCIAL BANCORP INC,0.0
"Smith, Amoryn:",SMITH A O CORP,0.0
"m, g",M G C DIAGNOSTICS CORP,0.0
C V,C V R REFINING LP,0.0
D. N. Whipp,D N P SELECT INCOME FD INC,0.0
"B&B Pharmaceuticals, Inc. Coenzme Q",BIOCRYST PHARMACEUTICALS INC,0.0
James Edelson,JAMES HARDIE INDUSTRIES S E,0.0
"B&B Pharmaceuticals, Inc. Coenzme Q",BARR PHARMACEUTICALS INC,0.0
S.T.,S T R HOLDINGS INC,0.0
James Sumerall,JAMES HARDIE INDUSTRIES S E,0.0
"Pacificwest Energy Solutions, Inc.",ENERGY INC,0.0
"Patterson, Dan",PATTERSON DENTAL CO,0.0
"Premier Settlement, Inc.",PREMIER COMMUNITY BANKSHARES INC,0.0
DAVE ANDERSON,DAVE & BUSTERS ENTERTAINMENT INC,0.0
beckman beckman,BECKMAN COULTER INC,0.0
"Tyson Foods, Inc.",TYSON FOODS INC,1.0
C I,C I B T EDUCATION GROUP INC,0.0
#NAME?,WEB COM INC,0.0
R.F. Ziesing,R F S HOTEL INVESTORS INC,0.0
"Cohen, Andrew",COHEN & STEERS REIT & UT INC FD,0.0
#NAME?,WEB STREET INC,0.0
"Cohen, Andrew",COHEN & STEERS ADV IN RTY FD INC,0.0
Dave Anderson -,DAVE & BUSTERS ENTERTAINMENT INC,0.0
Avago Technologies Inc Second,S I G A TECHNOLOGIES INC,0.0
Voz Technologies,A V G TECHNOLOGIES N V,0.0
C K,C K F BANCORP INC,0.0
LTD -,ALVARION LTD,0.0
Beverly OH,BEVERLY NATIONAL CORP,0.0
"C&A Industries, Inc",CADE INDUSTRIES INC,0.0
Franklin Sowers,FRANKLIN FINANCIAL CORP,0.0
Avago Technologies Inc Second,S B S TECHNOLOGIES INC,0.0
Craig Noke,CRAIG CORP,0.0
DAYTON HUNT,DAYTON MINING CORP,0.0
General: khan,GENERAL MOTORS CO,0.0
Aaron Sisk,AARON RENTS INC,0.0
"Walker Resources, Inc.",QUATERRA RESOURCES INC,0.0
Abbott Laboratories,ABBOTT LABORATORIES,1.0
ADAMS EXPRESS CO,ADAMS EXPRESS COMPANY,1.0
Advance America,ADVANCE AMERICA CASH ADV CTRS IN,1.0
advance america,ADVANCE AMERICA CASH ADV CTRS IN,1.0
Laquesha Beasley advance financial,ADVANCE FINANCIAL BANCORP,1.0
Advance financial,ADVANCE FINANCIAL BANCORP,1.0
Advanced Lighting Technologies,ADVANCED LIGHTING TECHS INC,1.0
Advanced Lighting Technologies Inc,ADVANCED LIGHTING TECHS INC,1.0
ADVANCEPIERRE FOODS HOLDINGS INC,ADVANCEPIERRE FOODS INC,1.0
Air Products and Chemicals Inc,AIR PRODUCTS & CHEMICALS INC,1.0
Air Products and Chemicals,AIR PRODUCTS & CHEMICALS INC,1.0
Porter Wright Morris & Arthur LLP on behalf of Air Products and Chemicals Inc,AIR PRODUCTS & CHEMICALS INC,1.0
Counsel Porter Wright Morris & Arthur LLP on behalf of Air Products and Chemicals Inc,AIR PRODUCTS & CHEMICALS INC,1.0
Air Products,AIR PRODUCTS & CHEMICALS INC,1.0
"Alcoa Power Generating, Inc.",ALCOA CORP,1.0
Alcoa Inc,ALCOA INC,1.0
Manager Air Services EHS Services North America Alcoa Inc,ALCOA INC,1.0
"Alcoa Power Generating, Inc.",ALCOA INC,1.0
Alere Inc,ALERE INC,1.0
Alexander & Baldwin,ALEXANDER & BALDWIN INC,1.0
Alibaba Group,ALIBABA GROUP HOLDING LTD,1.0
"Alkermes, Inc. -",ALKERMES INC,1.0
Allergan Inc,ALLERGAN INC,1.0
Alliant Techsystems Inc,ALLIANT TECHSYSTEMS INC,1.0
Environmental Alpha Natural Resources Services LLC,ALPHA NATURAL RESOURCES INC,1.0
Vice President Environmental Alpha Natural Resources Services,ALPHA NATURAL RESOURCES INC,1.0
"Health, Alpha Natural Resources Services",ALPHA NATURAL RESOURCES INC,1.0
ALPHA TECHNOLOGIES GROUP INC,ALPHA TECHNOLOGIES GROUP,1.0
Ameren Corporation,AMEREN CORP,1.0
American Electric Power,AMERICAN ELECTRIC POWER CO INC,1.0
American Equity Investment Life Holding Company,AMERICAN EQUITY INVT LIFE HLDG C,1.0
AMERICAN LEARNING CORP NY,AMERICAN LEARNING CORP NEW YORK,1.0
American Technical Ceramics Corp,AMERICAN TECHNICAL CERAMICS CORP,1.0
Amgen Inc,AMGEN INC,1.0
Amgen Inc Testimony,AMGEN INC,1.0
Amgen,AMGEN INC,1.0
"Amgen Inc., Ofman  MD",AMGEN INC,1.0
AMPCO PITTSBURGH CORP,AMPCO PITTSBURGH,1.0
Amylin Pharmaceuticals,AMYLIN PHARMACEUTICALS INC,1.0
AQUAVENTURE HOLDINGS LIMITED,AQUAVENTURE HOLDINGS LTD,1.0
Aramark,ARAMARK,1.0
Arch Coal,ARCH COAL INC,1.0
Arch Coal Inc,ARCH COAL INC,1.0
Western Region Arch Coal Inc,ARCH COAL INC,1.0
Post Hearing Brief Archer Daniels Midland Company,ARCHER DANIELS MIDLAND CO,1.0
Archer Daniels Midland Company 2922 41 00,ARCHER DANIELS MIDLAND CO,1.0
Archer Daniels Midland Company,ARCHER DANIELS MIDLAND CO,1.0
Post Hearing Brief Archer Daniels Midland Company 2922 41 00,ARCHER DANIELS MIDLAND CO,1.0
Global Oleo Chemicals Archer Daniels Midland Company,ARCHER DANIELS MIDLAND CO,1.0
ARRIS Group,ARRIS GROUP INC,1.0
Atlas Air,ATLAS AIR INC,1.0
Atlas Air,ATLAS AIR WORLDWIDE HOLDINGS INC,1.0
Atlas Air Inc,ATLAS AIR WORLDWIDE HOLDINGS INC,1.0
ATMOS energy,ATMOS ENERGY CORP,1.0
ATOMERA INCORPORATED,ATOMERA INC,1.0
1210 ZA25 170 Automatic Data Processing Inc Stewart 072115,AUTOMATIC DATA PROCESSING INC,1.0
Avago Technologies Inc Second,AVAGO TECHNOLOGIES LTD,1.0
B H A GROUP HOLDINGS,B H A GROUP,1.0
Michael Baker,BAKER MICHAEL CORP,1.0
Michael Baker Jr Inc,BAKER MICHAEL CORP,1.0
BANGOR HYDRO ELECTRIC CO,BANGOR HYDROELECTRIC,1.0
Bank of America,BANK OF AMERICA CORP,1.0
Bank of America Written Response Ex Parte Memo,BANK OF AMERICA CORP,1.0
BANK OF HAWAII CORP,BANK OF HAWAII,1.0
BANK OF NT BUTTERFIELD & SON LTD,BANK OF NT BUTTERFIELD & SON LIMITED,1.0
Bank of Oak Ridge,BANK OF OAK RIDGE,1.0
Bank West,BANK WEST FINANCIAL CORP,1.0
Bausch + Lomb,BAUSCH & LOMB INC,1.0
BAYER A G,BAYER GROUP,1.0
BEAUTICONTROL COSMETICS INC,BEAUTICONTROL COSMETICS,1.0
Becton Dickinson,BECTON DICKINSON & CO,1.0
BELLWETHER EXPLORATION CO,BELLWETHER EXPLORATION COMPANY,1.0
BERKSHIRE HATHAWAY INC DEL,BERKSHIRE HATHAWAY INC,1.0
Biogen Idec,BIOGEN IDEC INC,1.0
BIOSPHERICS INC,BIOSPHERICS,1.0
Black Hills Corporation,BLACK HILLS CORP,1.0
Boeing Commercial Airplane,BOEING CO,1.0
Boise Cascade L L C,BOISE CASCADE CO,1.0
Boise Cascade,BOISE CASCADE CO,1.0
K Wienke Boise Cascade AG69,BOISE CASCADE CO,1.0
Boise Cascade,BOISE CASCADE CORP,1.0
Boise Cascade L L C,BOISE CASCADE CORP,1.0
K Wienke Boise Cascade AG69,BOISE CASCADE CORP,1.0
Boral Bricks This is part of a mass letter campaign The content and format of this letter is identical or nearly identical to others that have been received,BORAL LIMITED,1.0
Boral Bricks This is part of a mass letter campaign The content,BORAL LIMITED,1.0
Boral Bricks This is part of a mass letter campaign The content and format,BORAL LIMITED,1.0
Boston Scientific Corporation Guidance Corporation,BOSTON SCIENTIFIC CORP,1.0
Boston Scientific Corporation,BOSTON SCIENTIFIC CORP,1.0
Boston Scientific Corporation DC,BOSTON SCIENTIFIC CORP,1.0
British Airways Plc,BRITISH AIRWAYS PLC,1.0
BROOKFIELD REAL ASST INC FD INC,BROOKFIELD REAL ASSET INCORPORATED FUND INC,1.0
WELLMAN BRUSH,BRUSH WELLMAN INC,1.0
Calpine Corporation,CALPINE CORP,1.0
Camden National Bank,CAMDEN NATIONAL CORP,1.0
Capitol Federal Savings Bank,CAPITOL FEDERAL FINANCIAL,1.0
Capitol Federal Savings Bank & Capitol Federal Financial,CAPITOL FEDERAL FINANCIAL,1.0
Capitol Federal Savings Bank & Capitol Federal Financial Inc,CAPITOL FEDERAL FINANCIAL,1.0
Capitol Federal Savings Bank,CAPITOL FEDERAL FINANCIAL INC,1.0
Capitol Federal Savings Bank & Capitol Federal Financial Inc,CAPITOL FEDERAL FINANCIAL INC,1.0
Capitol Federal Savings Bank & Capitol Federal Financial,CAPITOL FEDERAL FINANCIAL INC,1.0
Cardinal Health Inc,CARDINAL HEALTH INC,1.0
Cardinal Health,CARDINAL HEALTH INC,1.0
Carolina Financial Corporation,CAROLINA FINANCIAL CORP,1.0
Caterpillar Inc,CATERPILLAR INC,1.0
Celanese Corporation,CELANESE CORP DEL,1.0
Celgene Corporation,CELGENE CORP,1.0
CELLECT BIOTECHNOLOGY LTD,CELLECT BIOTECH,1.0
Cerner Corporation MO,CERNER CORP,1.0
Cerner Corporation,CERNER CORP,1.0
Cerner Corporation Mast,CERNER CORP,1.0
Cerner Corporation Mast Josh,CERNER CORP,1.0
Cerner Corporation Mast Josh MO,CERNER CORP,1.0
Charles River Laboratories,CHARLES RIVER LABS INTL INC,1.0
CHINA ONLINE EDUCATION GROUP,CHINA ONLINE EDUCATION GRP,1.0
Cigna Corp,CIGNA CORP,1.0
Citizens Bank,CITIZENS BANKING CORP MI,1.0
Citizens Bank,CITIZENS FINANCIAL GROUP INC,1.0
CLEARSIDE BIOMEDICAL INC,CLEARSIDE BIOMEDICAL,1.0
Clearwater Paper,CLEARWATER PAPER CORP,1.0
Con way Truckload,CON WAY INC,1.0
ConocoPhillips,CONOCOPHILLIPS,1.0
Consolidated Edison Company,CONSOLIDATED EDISON INC,1.0
Continental Airlines,CONTINENTAL AIRLINES INC,1.0
CORE Inc,CORE INC MASS,1.0
BEAUTICONTROL COSMETICS INC,COSMETICS INC,1.0
Covance Inc,COVANCE INC,1.0
Coventry Health Care,COVENTRY HEALTH CARE INC,1.0
Credit Suisse,CREDIT SUISSE GROUP,1.0
Cummins Inc. -,CUMMINS ENGINE INC,1.0
Cummins Inc,CUMMINS INC,1.0
CURTISS WRIGHT CORP,CURTISS WRIGHT INC,1.0
"Cytomedix, Inc.",CYTOMEDIX INC,1.0
CYTRX CORP,CYTRX CORPORATION,1.0
Daimler Trucks North America LLC,DAIMLER A G,1.0
DaVita HealthCare Partners Inc CO,DAVITA INC,1.0
"DaVita HealthCare Partners, Inc",DAVITA INC,1.0
Delta Air Lines Inc,DELTA AIR LINES INC,1.0
Delta Air Lines,DELTA AIR LINES INC,1.0
DIAMOND HILL INVESTMENT GRP INC,DIAMOND HILL INVESTMENT GROUP INC,1.0
Kelly McNamara Corley Discover Financial Services,DISCOVER FINANCIAL SERVICES,1.0
DISCOVER FINANCIAL SERVICES,Discover Financial Services,1.0
DISH Network LLC,DISH NETWORK CORPORATION,1.0
Dole Food Company,DOLE FOOD INC,1.0
Dole Food Company,DOLE FOOD INC NEW,1.0
Dominion Resources Services,DOMINION RESOURCES BL WARRIOR TR,1.0
Dominion Resources Services Inc,DOMINION RESOURCES BL WARRIOR TR,1.0
Dominion Resources Services Inc,DOMINION RESOURCES INC VA,1.0
Dominion Resources Services,DOMINION RESOURCES INC VA,1.0
Dominion Resources Services Inc,DOMINION RESOURCES INC VA NEW,1.0
Dominion Resources Services,DOMINION RESOURCES INC VA NEW,1.0
Chief Environmental Officer Dominion Resources Services Inc,DOMINION RESOURCES INC VA NEW,1.0
Vice President and Chief Environmental Officer Dominion Resources Services Inc,DOMINION RESOURCES INC VA NEW,1.0
"Corporate Compliance, Dominion Resources Services, Inc.",DOMINION RESOURCES INC VA NEW,1.0
DONNELLEY FINANCIAL SOL INC,DONNELLEY FINANCIAL SOLUTIONS INC,1.0
Dow Chemical Company,DOW CHEMICAL CO,1.0
US Product Registration Manager E I duPont de Nemours and Company,DU PONT E I DE NEMOURS & CO,1.0
"Global Business Manager, E.I. duPont de Nemours and Company",DU PONT E I DE NEMOURS & CO,1.0
Duke Energy,DUKE ENERGY CORP,1.0
Duke Energy,DUKE ENERGY CORP NEW,1.0
Dynegy Inc,DYNEGY INC,1.0
"Dynegy Inc. and Rick Diericx, Senior Director",DYNEGY INC,1.0
Dynegy Inc,DYNEGY INC DEL,1.0
Dynegy Inc,DYNEGY INC NEW,1.0
"Dynegy Inc. and Rick Diericx, Senior Director",DYNEGY INC NEW,1.0
Dynegy Inc.,DYNEGY INC NEW,1.0
Dynegy Inc,DYNEGY INC NEW DEL,1.0
Dynegy Inc.,DYNEGY INC NEW DEL,1.0
Eastman Chemical Company,EASTMAN CHEMICAL CO,1.0
Senior Environmental Associate Eastman Chemical Company,EASTMAN CHEMICAL CO,1.0
Edwards Lifesciences Bridger Perry CA,EDWARDS LIFESCIENCES CORP,1.0
Edwards Lifesciences,EDWARDS LIFESCIENCES CORP,1.0
EKSO BIONICS HOLDINGS INC,EKSO BIONICS INC,1.0
El Paso Inc,EL PASO CORP,1.0
El Paso Inc,EL PASO ENERGY CORP DEL,1.0
Energy Transfer Partners -,ENERGY TRANSFER PARTNERS L P,1.0
Enerplus Resources Corporation,ENERPLUS CORP,1.0
Enerplus Resources Corporation,ENERPLUS RESOURCES FUND,1.0
"Entellus Medical, Boiano",ENTELLUS MEDICAL INC,1.0
Enviva Partners,ENVIVA PARTNERS LP,1.0
Enviva Partners LP,ENVIVA PARTNERS LP,1.0
Exelon Corporation,EXELON CORP,1.0
Express Scripts,EXPRESS SCRIPTS HOLDING CO,1.0
Express Scripts,EXPRESS SCRIPTS INC,1.0
Facet Biotech,FACET BIOTECH CORP,1.0
Fidelity Financial Corporation,FIDELITY FINANCIAL OHIO INC,1.0
First Capital,FIRST CAPITAL INC,1.0
First Citizens Bank,FIRST CITIZENS BANCSHARES INC NC,1.0
FIRST HAWAIIAN INC,FIRST HAWAIIAN,1.0
FIRST TR EXCHANGE TRADED FD VIII,FIRST TR EXCHANGE TRADED FUND VIII,1.0
FIRST TR SR FLTG RT 2022 TGT TM,First Trust Senior Floating Rate 2022 Target Term Fund,1.0
Ford Motor Company,FORD MOTOR CO DEL,1.0
Ford Motor Credit Company,FORD MOTOR CO DEL,1.0
Ford Motor Company and Volkswagen Group,FORD MOTOR CO DEL,1.0
Ford Motor Company and Volkswagen Group of America,FORD MOTOR CO DEL,1.0
FORTIS INC,FORTIS,1.0
FORTIVE CORP,FORTIVE INC,1.0
FOSTER WHEELER LTD,FOSTER WHEELER,1.0
FOSTER WHEELER CORP,FOSTER WHEELER,1.0
FOSTER WHEELER AG,FOSTER WHEELER,1.0
FRANKLIN BANK NATL ASSOC,FRANKLIN BANK NATIONAL ASSOCIATION,1.0
FRANKLIN TEMPLETON E T F TRUST,FRANKLIN TEMPLETON ELECTRONICALLY TRADED FUND,1.0
Fuel Tech,FUEL TECH INC,1.0
Gap Inc,GAP INC,1.0
General Electric Company,GENERAL ELECTRIC CO,1.0
GENERAL MILLS INC,GENERAL MILLS,1.0
General Mills,GENERAL MILLS INC,1.0
GLOBAL MEDICAL REIT INC,GLOBAL MEDICAL REIT,1.0
Global Partners LLP,GLOBAL PARTNERS LP,1.0
Graphic Packaging International Inc,GRAPHIC PACKAGING CORP DEL,1.0
Graphic Packaging International Inc,GRAPHIC PACKAGING HOLDING CO,1.0
Daniel Green,GREEN DANIEL CO,1.0
HARBORONE BANCORP INC,HARBORONE BANCORP,1.0
Harley Davidson Motor Company,HARLEY DAVIDSON INC,1.0
Hawaiian Airlines,HAWAIIAN AIRLINES INC NEW,1.0
Headwaters Incorporated Knoxville TN,HEADWATERS INC,1.0
Headwaters Incorporated Knoxville,HEADWATERS INC,1.0
Headwaters Incorporated,HEADWATERS INC,1.0
Herbalife International,HERBALIFE INTERNATIONAL INC,1.0
Hercules Offshore,HERCULES OFFSHORE INC,1.0
Lawrence Uter Hercules Offshore Inc,HERCULES OFFSHORE INC,1.0
Lawrence Uter Hercules Offshore,HERCULES OFFSHORE INC,1.0
HERSHEY FOODS CORP,HERSHEY FOODS,1.0
HERTZ GLOBAL HOLDINGS INC,HERTZ GLOBAL HOLDINGS,1.0
Hollywood Casino,HOLLYWOOD CASINO CORP,1.0
Horizon Organic,HORIZON ORGANIC HOLDING CORP,1.0
Hormel Foods Corporation,HORMEL FOODS CORP,1.0
Forbes Michael Hormel Foods Corporation,HORMEL FOODS CORP,1.0
Hospira Inc,HOSPIRA INC,1.0
Hudson Technologies Company,HUDSON TECHNOLOGIES INC,1.0
ICHOR HOLDINGS LTD,ICHOR HOLDINGS,1.0
Impax Laboratories Inc,IMPAX LABORATORIES INC,1.0
Impax Laboratories,IMPAX LABORATORIES INC,1.0
Intel Corporation,INTEL CORP,1.0
International Bancshares Corporation,INTERNATIONAL BANCSHARES CORP,1.0
International Business Machines Corporation,INTERNATIONAL BUSINESS MACHS COR,1.0
URS Corporation on behalf of International Paper,INTERNATIONAL PAPER CO,1.0
INVESCO HIGH INC 2023 TARGET T F,INVESCO HIGH INC 2023 TARGET TERM FUND,1.0
INVIVO THERAPEUTICS HLDS CORP,INVIVO THERAPEUTICS HOLDINGS CORP,1.0
Jetblue Airways,JETBLUE AIRWAYS CORP,1.0
JOHN HANCOCK E T F TR,JOHN HANCOCK ETF,1.0
Johnson & Johnson Pharmaceutical Group,JOHNSON & JOHNSON,1.0
KADMON HOLDINGS LLC,KADMON HOLDINGS,1.0
KEYSTONE CONSOLIDATED INDS INC,KEYSTONE CONSOLIDATED INDUSTRIES INC,1.0
Knight Transportation Inc,KNIGHT TRANSPORTATION INC,1.0
Knight Transportation,KNIGHT TRANSPORTATION INC,1.0
Laboratory Corporation,LABORATORY CORP AMERICA HLDGS,1.0
Regional Environmental Manager Lafarge North America Inc,LAFARGE NORTH AMERICA INC,1.0
Cement Division Lafarge North America Inc,LAFARGE NORTH AMERICA INC,1.0
LLP on behalf of Lafarge North America,LAFARGE NORTH AMERICA INC,1.0
Lafarge Cement,LAFARGE NORTH AMERICA INC,1.0
Landstar System,LANDSTAR SYSTEM INC,1.0
Learning Care Group,LEARNING CARE GROUP INC,1.0
Lennox International response to NOPR,LENNOX INTERNATIONAL INC,1.0
Lexicon Pharmaceuticals,LEXICON PHARMACEUTICALS INC,1.0
Lincoln Electric System,LINCOLN ELECTRIC HOLDINGS INC,1.0
LIONS GATE ENTERTAINMENT CORP,LIONS GATE ENTERTAINMENT,1.0
Lockheed Martin Aeronautics Company,LOCKHEED MARTIN CORP,1.0
LONESTAR RESOURCES US INC,LONESTAR RESOURCES INC,1.0
LONG ISLAND ICED TEA CORP,LONG ISLAND ICED TEA INC,1.0
Longview Fibre Paper and Packaging,LONGVIEW FIBRE CO,1.0
Lyondell Chemical Company,LYONDELL CHEMICAL CO,1.0
Magellan Health,MAGELLAN HEALTH INC,1.0
Magellan Health,MAGELLAN HEALTH SERVICES INC,1.0
Marathon Petroleum Company,MARATHON PETROLEUM CORP,1.0
Corporate Environmental Support Marathon Petroleum Company LP,MARATHON PETROLEUM CORP,1.0
Corporate Environmental Support Marathon Petroleum Company,MARATHON PETROLEUM CORP,1.0
MCGRAW HILL FINANCIAL INC,MCGRAW HILL,1.0
MCGRAW HILL COS INC,MCGRAW HILL,1.0
MEDNAX Inc,MEDNAX INC,1.0
Merck & Co Inc,MERCK & CO INC,1.0
Merck & Co,MERCK & CO INC,1.0
Merck & Co Inc,MERCK & CO INC NEW,1.0
Merck & Co,MERCK & CO INC NEW,1.0
"Mesa Air Lines, Inc.",MESA AIR GROUP INC NEV,1.0
MidSouth Bancorp,MIDSOUTH BANCORP INC,1.0
Minnesota Power,MINNESOTA POWER INC,1.0
Momenta Pharmaceuticals,MOMENTA PHARMACEUTICALS INC,1.0
MoneyGram International,MONEYGRAM INTERNATIONAL INC,1.0
National Grid,NATIONAL GRID PLC,1.0
National Grid,NATIONAL GRID TRANSCO PLC,1.0
Netsmart Technologies,NETSMART TECHNOLOGIES INC,1.0
Newmont Mining Corporation,NEWMONT MINING CORP,1.0
NextEra Energy Inc,NEXTERA ENERGY INC,1.0
NextEra Energy,NEXTERA ENERGY INC,1.0
Tomey Tuttle NextEra Energy Inc,NEXTERA ENERGY INC,1.0
NextEra Energy,NEXTERA ENERGY PARTNERS LP,1.0
NextEra Energy Inc,NEXTERA ENERGY PARTNERS LP,1.0
NORTH AMERICAN INSUR LEADERS INC,NORTH AMERICAN INSURANCE LEADERS INC,1.0
Northeast Utilities Service Company,NORTHEAST UTILITIES,1.0
Northeast Utilities Service Company on behalf of Holyoke Water Power Company,NORTHEAST UTILITIES,1.0
Northeast Utilities Service Company on behalf of Holyoke Water Power Company and Service Company,NORTHEAST UTILITIES,
Northeast Utilities Service Company on behalf of Holyoke Water Power Company and Service Company of New Hampshire,NORTHEAST UTILITIES,
NOVA Chemicals Corporation,NOVA CHEMICALS CORP,1.0
Product Regulatory Compliance Product Integrity NOVA Chemicals Corporation,NOVA CHEMICALS CORP,
Product Integrity NOVA Chemicals Corporation,NOVA CHEMICALS CORP,
NOVARTIS,NOVARTIS A G,1.0
Novo Nordisk,NOVO NORDISK A S,1.0
Novo Nordisk Inc,NOVO NORDISK A S,1.0
"Novo Nordisk, Keplinger, Courtney",NOVO NORDISK A S,
Oceaneering International,OCEANEERING INTERNATIONAL INC,1.0
Oceaneering International Inc,OCEANEERING INTERNATIONAL INC,1.0
Old Dominion Freight Line,OLD DOMINION FREIGHT LINE INC,1.0
OLD DOMINION FREIGHT LINES,OLD DOMINION FREIGHT LINE INC,1.0
Old Dominion Freight lines,OLD DOMINION FREIGHT LINE INC,1.0
Old Republic Ins Co,OLD REPUBLIC INTERNATIONAL CORP,1.0
American Ins Assn Old Republic Ins Co American Mining Ins Co from Mark Solomons,OLD REPUBLIC INTERNATIONAL CORP,1.0
OmniAmerican Bancorp,OMNIAMERICAN BANCORP INC,1.0
OSISKO GOLD ROYALTIES LTD,OSISKO GOLD ROYALTIES,1.0
Packaging Corporation,PACKAGING CORP AMERICA,1.0
Packaging Corporation of America,PACKAGING CORP AMERICA,1.0
PARAGON COMMERCIAL CORP,PARAGON COMMERCIAL CORPORATION,1.0
Peabody Energy Company,PEABODY ENERGY CORP,1.0
Perrigo Company,PERRIGO CO,1.0
Perrigo Company,PERRIGO CO PLC,1.0
Phillips 66,PHILLIPS 66,1.0
Fuels Regulatory Issues Phillips 66 Company,PHILLIPS 66,1.0
Phillips 66,PHILLIPS 66 PARTNERS LP,1.0
Gretchen Pioneer Natural Resources USA Inc,PIONEER NATURAL RESOURCES CO,1.0
"Environmental and Sustainable Development, Pioneer Natural Resources USA",PIONEER NATURAL RESOURCES CO,1.0
POLAR POWER INC,POLAR POWER,1.0
POLLUTION RESEARCH & CTRL CORP,POLLUTION RESEARCH & CONTROL CORP,1.0
Potash Corporation of Saskatchewan,POTASH CORP SASKATCHEWAN INC,1.0
Air Quality & Licensing Potomac Electric Power Company,POTOMAC ELECTRIC POWER CO,1.0
J Kevin Horgan Precision Castparts Corp,PRECISION CASTPARTS CORP,1.0
Progress Energy,PROGRESS ENERGY INC,1.0
Purina Mills,PURINA MILLS INC,1.0
Quanta Services,QUANTA SERVICES INC,1.0
Quest Diagnostics,QUEST DIAGNOSTICS INC,1.0
Quest Diagnostics Incorporated DC,QUEST DIAGNOSTICS INC,1.0
Quest Diagnostics Incorporated,QUEST DIAGNOSTICS INC,1.0
Questar,QUESTAR CORP,1.0
Rand Logistics,RAND LOGISTICS INC,1.0
Vice President & Chief Financial Officer Rand Logistics Inc,RAND LOGISTICS INC,1.0
RE MAX,RE MAX HOLDINGS INC,1.0
RE MAX Heritage,RE MAX HOLDINGS INC,1.0
Regeneron Pharmaceuticals,REGENERON PHARMACEUTICALS INC,1.0
"Director, Federal Affairs & Policy, Renewable Energy Group",RENEWABLE ENERGY GROUP INC,1.0
Resolute Forest Products,RESOLUTE FOREST PRODUCTS INC,1.0
Resolute Forest Products Calhoun Operation,RESOLUTE FOREST PRODUCTS INC,1.0
General Manager Resolute Forest Products,RESOLUTE FOREST PRODUCTS INC,1.0
General Manager Resolute Forest Products Calhoun Operation,RESOLUTE FOREST PRODUCTS INC,1.0
Rob Martin General Manager Resolute Forest Products,RESOLUTE FOREST PRODUCTS INC,1.0
Roadway Express,ROADWAY EXPRESS INC DEL,1.0
ROCKY MOUNTAIN CHOC FAC INC NEW,ROCKY MOUNTAIN CHOCOLATE FACTORY INC NEW,1.0
Rowan Companies,ROWAN COMPANIES INC,1.0
SABAN CAPITAL ACQUISITION CORP,SABAN CAPITAL ACQUISITION,1.0
Safety Kleen Systems Inc,SAFETY KLEEN CORP NEW,1.0
"NY--Sandata Technologies, LLC",SANDATA TECHNOLOGIES,1.0
Sanderson Farms,SANDERSON FARMS INC,1.0
Sanderson Farms Inc,SANDERSON FARMS INC,1.0
sanofi aventis,SANOFI AVENTIS,1.0
Schnitzer Steel Industries Inc,SCHNITZER STEEL INDUSTRIES INC,1.0
Schnitzer Steel Industries,SCHNITZER STEEL INDUSTRIES INC,1.0
Michael L Rodburg Lowenstein Sandler PC on behalf of Schnitzer Steel Industries Inc,SCHNITZER STEEL INDUSTRIES INC,1.0
Lowenstein Sandler PC on behalf of Schnitzer Steel Industries Inc,SCHNITZER STEEL INDUSTRIES INC,1.0
PA Select Medical Corporation,SELECT MEDICAL CORP,1.0
PA Select Medical Corporation,SELECT MEDICAL CORPORATION,1.0
SELECTA BIOSCIENCES INC,SELECTA BIOSCIENCES,1.0
Smith & Nephew,SMITH & NEPHEW P L C,1.0
Smith & Nephew Inc,SMITH & NEPHEW P L C,1.0
A O Smith Corporation and Lochinvar,SMITH A O CORP,1.0
A O Smith Corporation,SMITH A O CORP,1.0
A O Smith Corporation and Lochinvar LLC,SMITH A O CORP,1.0
Southern Company,SOUTHERN CO,1.0
Southwest Airlines,SOUTHWEST AIRLINES CO,1.0
Spartan Motors Fire Apparatus Manufacturers Association,SPARTAN MOTORS INC,1.0
Patrick J Hester Associate General Counsel Spectra Energy Corporation,SPECTRA ENERGY CORP,1.0
