name,client,score
Alabama Gas Corp,Alabama Medicaid Agency,0.9285717172333834
Brunswick Bancorp,Brunswick Beaches Consortium,0.9284082347173594
Environmental Service Professionals Inc,Environmental Strategies Group,0.9284049855606502
Global Energy Holdings Group Inc,Global Electronics,0.9283129627421619
Western Asset Managed High Income Fund Inc,Western States Petroleum Assn,0.9283011091192406
Macquarie Infrastructure Corp,Macquarie Corporate Finance,0.9282990649347269
Grand Banks Energy Corp,Grand River Bands of Ottawa Indians,0.9282885573801584
Enterprise Products Partners LP,Enterprise Community Partners,0.928228062972426
Telefonica Chile SA,Telefonica Internacional,0.9282044944237335
Select Bancorp Inc,Select Health of South Carolina,0.9281376790816579
Education Holdings 1 Inc,Education Finance Council,0.9281235018509332
Independent Bank Corp,Independent Electrical Contractors,0.9281209596839506
Independence Community Bank Corp.,Independent Lubricant Manufacturers Assn,0.9280112735336092
Michigan Consolidated Gas Co,Michigan Minority Business Devel Council,0.9279929699302051
Consumer Discretionary Select Sector SPDR Fund,Consumer Electronics Retailers Coalition,0.9279447909788905
Enterprise Energy Resources Ltd,Enterprise Electronics,0.9279053937519671
Global Geophysical Services Inc,Global Relief Technologies,0.9278927580731211
Information Analysis Inc,Information Technology Industry Council,0.9277915781572672
Childrens Place Inc,Children's Institute,0.9277389969146519
Market Leader Inc,Marketsphere Consulting,0.9277340860512083
Madison Gas & Electric Co,Madison Government Affairs,0.9276956218948486
International Properties Group Ltd,International Packaged Ice Assn,0.9275938458437059
California Coastal Communities Inc,California Healthcare Institute,0.9275611506513065
Bear Stearns Companies Inc,Bear Stearns,0.9274609318831563
MortgageIT Holdings Inc,Mortgage Insurance Companies of America,0.9273223638267128
Livingston International Income Fund,Livingston Group,0.927307896724656
Pacific Stratus Energy Ltd,Pacific Theaters Exhibition Corp,0.9272689326533196
California Grapes International Inc,California State Univ/San Bernardino,0.9272311573150658
Bridgewater Systems Corp,Bridgewater Capital,0.9272249607037224
Alliance Data Systems Corp,Alliance for a New Kosovo,0.9272184515683659
Energy Conversion Devices Inc,Energy & Environment Twenty-One,0.9271996263068806
Philadelphia Consolidated Holding Corp,Philadelphia Industrial Development Corp,0.9271261019809496
Trident Resources Corp,Trident Systems,0.9271256918608872
Hydrogen Corp,Hydrogen Advisory Council,0.926955105661875
BAE Systems PLC,BAE Systems Ship Repair,0.926945353713856
Pacific Stratus Energy Ltd,Pacific States Marine Fisheries Cmsn,0.9269104139925451
Northwest Pipeline Corp,Northwest Kidney Centers,0.9268746950347985
American Healthchoice Inc,American Health Information Mgmt Assn,0.9268353314292997
Access Plans USA Inc,Access Llc,0.9268206227135433
Texas Pacific Land Trust,Texas Bio & Agro-Defense Consortium,0.926819537389231
Global Earth Energy Inc,Global Seas Mt Mitchell,0.9267839710741828
Education Management Corp,Education Station Inc,0.9267731363448819
Global Signal Inc,Global Issues Group,0.9267575081040098
Integrated Silicon Solution Inc,Integrated Building & Constr Solutions,0.9267356289641676
Hong Kong Television Network Ltd,Hong Kong Trade Development Council,0.9266842054824355
Industrial Enterprises of America Inc,Industrial Safety Training Council,0.9266694169887348
Northern Technologies International Corp,Northern CA Inst for Research/Education,0.9265272328161165
MAXIMUS Inc.,Maximum Information Technology Inc,0.9264210987245114
Heartland Express Inc,Heartland Family Service,0.9263308950225584
Financial Select Sector SPDR Fund,Financial Services Group,0.9263304704502605
Alabama Gas Corp,Alabama District Attorneys Assn,0.9263122695862424
General Cable Corp.,General Growth Properties,0.9263113474995375
Federal Home Loan Mortgage Corp,Federal Home Loan Bank of Indianapolis,0.9262959064033385
Pacific Capital Bancorp,Pacific Bioscience Laboratories,0.9262390647851731
American Equity Investment Life Holding Co,American Fedn of TV & Radio Artists,0.9262143105156412
Comprehensive Care Corp,Comprehensive Neuroscience,0.9261568517121825
Pacific Stratus Energy Ltd,Pacific Forest Trust,0.9261277276472683
Delta Financial Corp,Delta Diablo Sanitation District,0.9260822164238688
Suburban Propane Partners LP,Suburban Hospital Healthcare System,0.9260520364098385
Channell Commercial Corp,Channel Logistics,0.926048162401972
Medical Staffing Network Holdings Inc.,Medical Services International,0.9260070711819071
Atlantic City Electric Co,Atlantic Richfield,0.9260063545035129
Global Partners LP,Globalcast LLC,0.9259355903302203
TrustCo Bank Corp NY,Trustco Bank,0.9259139633742937
Jacksonville Bancorp Inc/MD,Jacksonville Port Authority,0.9259077084521337
Hillsborough Resources Ltd,Hillsborough Community College,0.925887600721065
Northern Illinois Gas,Northern Indiana Commuter Transp Dist,0.9258577676804941
Orange & Rockland Utilities,Orange County Sheriff's Office,0.9258332227723688
California Style Palms Inc,California Space Authority,0.9258174934883884
Coastal Energy Co,Coastal Distribution,0.9257418802722056
Electronic Game Card Inc,ElectroSonics Medical,0.9257092019883959
Cedar Realty Trust Inc,Cedar American Rail Holdings,0.9256870555553397
New York Health Care Inc,New York State Housing Finance Agency,0.9255705767136516
Connecticut Bank & Trust Co/NE,Connecticut Society of Mortgage Brokers,0.9255611882105508
Federal Home Loan Mortgage Corp,Federal Home Loan Bank of Cincinnati,0.9253669519096297
California Pizza Kitchen Inc,California Polytechnic State University,0.9253535294504103
Community Financial Corp/VA,Community Counseling Center,0.9252101419187
Consumers Bancorp Inc,Consumer Specialty Products Assn,0.9251144992443198
Valley National Gases Inc,Valley Irrigation,0.9251042511346836
Midwest Air Group Inc,Midwest City Memorial Hospital Authority,0.9250420979950134
Orion Energy Systems Inc,Orion Energy Group,0.9249972542421439
Pennsylvania Power Co,Pennsylvania Turnpike Commission,0.9249885223476182
Connecticut Light & Power Co,Connecticut Council of Family Svc Agcys,0.9249846190890697
Wireless HOLDRS (SM) Trust,Wireless Cable of Rockford,0.9249240656058851
Pacific Continental Corp,Pacific Shipyards International,0.9248718872709625
Next Generation Management Corp,Next Generation Air Mobility Coalition,0.9248527649328564
Madison Minerals Inc,Madison Square Corp,0.9248230986804784
Advance Display Technologies Inc,Advanced Init in Medical Simulation,0.9248065214151331
Public Co Management Corp,Public/Private Ventures,0.9247684376720737
Targa Resources Partners LP,Ramapo College of New Jersey,0.9247494262029032
High Desert Gold Corp,High Desert Museum,0.9247394012863565
Pharmaceutical HOLDRS (SM) Trust,Pharma Industry Labor Management Assn,0.9246843385297273
Western Asset Investment Grade Income Fund Inc,Western Reserve Land Conservancy,0.9246241565131776
Western Financial Group Inc,Western Municipal Water District,0.9246237326043681
Citizens Holding Co,Citizens Coal Council,0.9245904380679739
Reynolds American Inc,Reynolds Raw Materials,0.9245602957281474
"Swisscom AG, Ittigen",Swiss Bankers Assn,0.924362669415418
Cleveland BioLabs Inc,Cleveland Play House,0.9243268735277675
Environmental Energy Service,Environmental Defense Action Fund,0.9242660340788658
Great-West Life & Annuity Insurance Co,Great West Life & Annuity Co,0.9242137252421163
CH2M HILL Companies Ltd.,CH2M HILL,0.9240471619697579
Edison Mission Energy,Edison Electric Institute,0.9240271962524745
Corporate Express NV,Corporate Governance Coalition,0.9239491598725033
Microwave Filter Co Inc,Microwave Networks Solutions,0.9238858534452274
Childrens Place Inc,Children's Memorial Hospital,0.9238731829844705
Great Panther Silver Ltd,Great Projects Film Co,0.9238543277567218
Education Realty Trust Inc,Education & Assistance Corp,0.9238089389469104
Northwest Pipe Co,Northwest Horticultural Council,0.923808718475637
Heritage Property Investment Trust Inc.,Heritage Provider Network,0.9237586207836962
Independent Bank Corp.,Independent Community Bankers of America,0.9237260876249128
Federal Home Loan Mortgage Corp,Federal Home Loan Bank of Pittsburgh,0.9236835187935827
Material Sciences Corp,Materials Sciences,0.9234598223890083
Enterprise Bancorp Inc/MA,Enterprise Technology Partners,0.9233794354006758
Alaska Air Group Inc.,Alaska Native Tribal Health Consortium,0.9232764303721375
Independent Bank Corp.,Independent Insurance Agents & Brokers of America,0.9232284729479987
New York Mortgage Trust Inc,New York Metro Transportation Authority,0.923200462385561
Intelligent System Corp,Intelligent Automation Corp,0.9231175413099242
Medical Staffing Network Holdings Inc.,Medical Imaging Contrast Agent Assn,0.9230532177559051
MortgageIT Holdings Inc,Mortgage Investors Corp,0.923047061680423
Microbix Biosystems Inc,Microanalytic Systems,0.9230427283409968
Orange & Rockland Utilities,Orange County Clerk-Recorder Dept,0.922981051765985
Industrial Select Sector SPDR Fund,Industrial Energy Consumers of America,0.9229768358472067
Western Prospector Group Ltd,Western Pistachio Assn,0.9229296382976073
HealthShares Dermatology and Wound Care ETF,Healthcare Leadership Council,0.9227921611341315
Illinois Power Co,Illinois Institute of Technology,0.9227735950706132
Childrens Place Inc,"Children's Svcs Council/Palm Beach, FL",0.9227598566046737
Jefferies Group LLC,Jefferson Government Relations,0.922717781859191
Chicago Bridge & Iron Co. NV,Chicago Board Options Exchange,0.9227139357675596
Electronic Control Security,Electronic Check Clearing House Org,0.9226461974450973
Education Realty Trust Inc,Educational Broadcasting Corp,0.9226352332904222
Dynamic Oil & Gas Services Portfolio,Dynamic Science Inc,0.9226093626604844
Lincoln Educational Services Corp,Lincoln University,0.9225626562029617
Trans-Lux Corp,Trans Union Corp,0.9224965157867205
Green Plains Renewable Energy Inc,Green Hills Software,0.9224742862272236
New York St Elec & Gas Corp,New York Stem Cell Foundation,0.9224277903599016
Advanced Life Sciences Holdings Inc,Advanced Liquid Logic,0.9221814115997501
New Jersey Resources Corp,New Jersey Center for Biomaterials,0.9221769194091587
California Water Service Group,California Grape & Tree Fruit League,0.9221448181483541
Environmental Power Corp,Environmental Council of the States,0.9221405245946314
Dynamotive Energy Systems Corp,Dynamotive USA,0.9221079911063175
Madison Minerals Inc,Madison Center,0.9217623956209086
Citizens Bancshares Corp,Citizens to Protect Lake Berryessa,0.9217494873205768
Community Bankers Trust Corp,Community Transportation Assn of Idaho,0.9217256658341227
Western Liberty Bancorp,Western Business Roundtable,0.9216841763095004
Macro Enterprises,Macro International,0.9214617955310654
Honeywell International Inc,Honeywell Technology Solutions,0.9214139833749998
Potomac Electric Power Co,Potomac Field Gear,0.9213453220235628
Pacific Office Properties Trust Inc,Pacific Seafood Processors Assn,0.9212431575879891
Innovative Solutions and Support Inc,Innovative Technical Solutions,0.921227991476674
Vanguard Industrials ETF,Vanguard Building,0.9211837666149749
Adecco Group AG,Adecco Group North America,0.9211271044682438
Providence and Worcester Railroad Co,Providence Center,0.9210361264238448
Florida Public Utilities Co,Florida Inland Navigation District,0.9208329752579498
Columbus Acquisition Corp,Columbus Compact Corp,0.9207644223831374
Alabama Gas Corp,Alabama Southern Community College Fdtn,0.9207438103244199
Overseas Shipholding Group Inc.,Overseas Cooperative Development Council,0.9207367870815709
New York Health Care Inc,New York State Public Housing Authority ,0.9207199812581186
Sonoma West Holdings Inc,Sonoma Electro Optics,0.9206732758459906
Southeastern Bank Financial Corp,Southeastern PA Consort Higher Educ,0.920572743033501
Community Central Bank Corp.,Community Rehabilitation Center,0.9205137393641408
Childrens Place Inc,Children's Healthcare of Atlanta,0.920482836227434
Western Power & Equipment Corp,Western New York Healthcare Assn,0.920416627262993
Mitsubishi UFJ Financial Group,Mitsubishi Electric & Electronics USA,0.9203868861654292
Morris Publishing Group LLC,Morrison & Foerster,0.9203497254388291
Georgia Bancshares Inc,Georgia Transmission,0.9202638375744263
Franklin Limited Duration Income Trust,"Franklin County, ID",0.9202306472463894
Alliance All-Market Advantage Fund Inc.,Alliance to Improve Medicare,0.9202227064331393
Investment Technology Group Inc.,Investment Program Assn,0.9201170061145487
Providence Service Corp,Providence Health & Services,0.9201062368133038
Coastal Carolina Bancshares Inc,Coastal Heritage Society,0.920104330211406
Advanced Optics Electronics,Advanced Spectrum Technologies,0.9200505037045523
Medical Action Industries Inc,Medical Society of the State of New York,0.9200501480188978
Citizens Republic Bancorp Inc,Citizens Acting Together Can Help,0.9200321427278105
Fidelity Nasdaq Composite Index Tracking Stock,Fidelity Charitable Gift Fund,0.9199482006083035
Childrens Place Inc,Children's Museum of Houston,0.9199212827612557
Cypress Hills Resource Corp,Cypress-Fairbanks Indep School District,0.9198864745716376
PacificHealth Laboratories Inc,Pacific Coast Council/Customs Brokers,0.9198561509355001
Eastern Virginia Bankshares Inc,Eastern Minerals,0.9198370037356273
Western Copper and Gold Corp,Western Oklahoma State College,0.9198346927538213
California Pizza Kitchen Inc,California Landscape Contractors Assn,0.9197755612369858
Education Management Corp,Educational Credit Management Corp,0.9196577871346883
Power Tech Corporation Inc,Power Resources,0.9195903161670103
North American Scientific Inc,North American Institute of Aviation,0.9195686057414802
Transcontinental Inc,Transoceanic Shipping,0.9195632683200199
Empresa Distribuidora y Comercializadora Norte SA,Empresas Fonalledas,0.9194438796044376
Select Medical Holdings Corp,Seneca Group,0.9193381110432808
Williams Partners LP,Williams-Pyro Inc                       ,0.9193365548768511
Global Telecom Split Share Corp,Global Security Systems,0.9193095571209181
Highway Holdings Ltd,Highway Solutions,0.9192950748519784
California Pizza Kitchen Inc,California Public Emplys Retirement Sys,0.9192903911602315
Universal Forest Products Inc,Universal Leaf Tobacco,0.9192673623593491
Eagle Bulk Shipping Inc,"Eagle County, CO",0.9192494770938937
Southern Michigan Bancorp Inc,Southern Shrimp Alliance,0.9192459530362679
California Engels Mining Co,California Fig Advisory Board,0.9191046538314377
Cleveland BioLabs Inc,Cleveland Hopkins International Airport,0.9189664270455888
New York Health Care Inc,New York State Public Defenders Assn,0.918964076282559
Alliance Data Systems Corp,Alliance for Rail Competition,0.9189552565963276
Pinnacle Bancshares Inc.,Pinnacle Health System,0.9189485488192211
VanadiumCorp Resources Inc,Vanadium Producers & Reclaimers Assn,0.9188744225905696
Communications Systems Inc.,Communications Workers of America,0.9187780551468148
Central Pacific Financial Corp.,Central California Ozone Study,0.9187617176293851
Pacific Sunwear of California Inc,Pacific Intl Engineering,0.9187609900333699
Interactive Systems Worldwide Inc,Intersearch Group,0.9187587781870908
Federal Home Loan Mortgage Corp,Federal Home Loan Bank of Chicago,0.9187363833867531
Entertainment Gaming Asia Inc,Entertainment Merchants Assn,0.9187248660464556
Washington Real Estate Investment Trust,Washington State Dept of Transportation,0.9186462889294786
Citizens First Bancorp Inc,Citizens for Tax Justice,0.9186321037804349
Chicago Rivet & Machine Co.,Chicago Mercantile Exchange,0.9186319976066298
Innovative Solutions and Support Inc,Innovative Communications,0.9186155827676428
New England Realty Associates LP,New England Home Health Coalition,0.9185237377473645
Focus Media Holding Ltd,Food & Water Watch,0.9184323263137267
Federated Premier Intermediate Municipal Income Fund,Federated States of Micronesia,0.9184250292456553
Florida Gaming Corp,Florida Medical Assn,0.9184225201101799
First Carolina Investors,First Coast Service Options,0.918408391889805
CardioDynamics International Corp,Cardiology Advocacy Alliance,0.9183638506439697
Central Natural Resources Inc,Central Basin Municipal Water District,0.9183587978387552
Morris Publishing Group LLC,Morris K Udall Foundation,0.9183565028097801
Premier Exhibitions Inc,Premier Election Systems,0.9183450614061633
Community Bankers Trust Corp,Community Broadcasters Assn,0.9183163758567509
Bridgeport Ventures Inc,Bridgestone Bandag,0.9183154811046176
Alliance Data Systems Corp,Alliance for Animal Genome Research,0.918305300148217
Alliance Data Systems Corp,Alliance for I-69 Texas,0.9182848596004677
Western New England Bancorp Inc,Western Independent Refiners Assn,0.9182681186453805
Applied Materials Inc.,Applied Thermal Sciences Inc,0.9182295697258471
CH2M HILL Companies Ltd.,CH2M Hill,0.9182261491313973
Applied Science Products Inc,Applied Physical Electronics,0.9181196863636443
Commonwealth Telephone Enterprises Inc,Commonwealth Business Media,0.9181060191150698
Manitowoc Company Inc.,Manitowoc Co,0.9180983974599348
Cleveland Electric Illumination,Cleveland Sight Center,0.9180709818921312
North American Tungsten Corp Ltd,North American Midway Entertainment,0.9180426530021719
Madison Covered Call & Equity Strategy Fund,Madison Ave Leashold/Madison Ave Fee,0.9179952023050457
Wisconsin Public Service Corp,Wisconsin Alumni Research Foundation,0.9179843266955036
Continental Precious Minerals Inc,Continental Controls & Design,0.917975026054641
HealthShares Ophthalmology ETF,Healthcare Billing & Management Assn,0.9179218468080828
Independent Bank Corp.,Independent Petroleum Assn/Mountn States,0.9179188213845075
Access National Corp,Access Group,0.9178641086012859
California Coastal Communities Inc,California Pistachio Commission,0.9178624105114275
Golden Star Enterprises,Golden Gate Bridge Highway & Trans Dist,0.9177314069224933
Southwest Gas Holdings Inc,Southwest Mississippi Regional Med Ctr,0.9176551221754068
Texas Vanguard Oil Co,Texas Medical Center,0.917643008668963
Technology Solutions Co,Technological Research & Devel Authority,0.9176312363220124
Monterey Gourmet Foods Inc,Monterey County Water Resources Agency,0.9176260502363032
Global Telecom Split Share Corp,Global Security Management,0.9175222716420703
Washington Banking Co,Washington Technology Center,0.9173874489381002
Vanguard Value ETF,Vanguard Medical Concepts,0.9173690686299116
Educational Development Corp,Education Investment Co,0.9173502567794806
Energy Income Fund,Energy Industries of Ohio,0.9173249935182363
General Cable Corp.,Generations Networks,0.9172795069540289
Great Lakes Bancorp Inc,Great Lakes Maritime Task Force,0.9172164652239425
California Grapes International Inc,California Forestry Assn,0.9171214394178897
New York & Co Inc,New York Yankees,0.9171159828139337
Graham Packaging Co Inc,"Graham, Patricia",0.9170192725758749
New England Realty Associates LP,New England Center for Children,0.916982864141778
Franklin Electronic Publishers Inc,Franklin Pierce University,0.9168662092072326
Florida East Coast Industries Inc.,Florida State University,0.916835548713746
Enterprise Energy Resources Ltd,Enterprise Leasing Co,0.916794786987169
Strategic Oil & Gas Ltd.,Strategic Rail Finance,0.9167151898584394
Alliance Data Systems Corp,Alliance for Climate Strategies,0.916696224786865
Greene County Bancorp Inc,"Greene County, MO",0.916665786098436
Advanced Analogic Technologies Inc,Advanced Concepts & Technologies Intl,0.9166568184777176
Family Dollar Stores Inc.,Family Voices Inc,0.9166140051801075
Global Resource Corp,Global Alerts,0.9166126711735207
International Isotopes Inc,International Climate Change Partnership,0.9165591404185923
Great American Bancorp Inc,Great American Insurance,0.9165292604220585
Partners Value Split Corp,Partnership for the West,0.9164814161638384
Trans World Entertainment Corp.,Trans World Assurance,0.9163943619936801
Companhia Siderurgica Nacional,Companion Security,0.9163467838644793
Peoples Educational Holdings Inc,People for People,0.9162983323561169
Federal Screw Works,Federal Formula Grant Coalition,0.9162758379525029
European Electric Metals Inc,European Aeronautic Defence & Space,0.9162566892804709
World Energy Solutions Inc,World Energy Systems,0.9161964218970313
General Cable Corp.,Generations Inc,0.916139503381708
Anvil Holdings Inc,Alvin Ailey Dance Foundation,0.9160684690596835
Cleveland BioLabs Inc,Cleveland Botanical Gardens,0.9159852356268464
Consumer Discretionary Select Sector SPDR Fund,Consumer Data Industry Assn,0.9159838553215868
Appalachian Bancshares Inc,Appalachian Trail Conservancy,0.9159231363054302
Financial Select Sector SPDR Fund,Financial Services Institute,0.9159141859188401
Royal Hawaiian Orchards LP,Royal Plastic Manufacturing,0.9158508189105241
Power Tech Corporation Inc,Power Resource Managers,0.9157608253866892
Champion Industries Inc,Champion Home Builders,0.915686113752493
North American Technologies Group Inc,North American Assn/Food Equipment Mfrs,0.9156808780374448
Cascade Bancorp,Cascades Technologies,0.9155428020818536
Flagstone  Reinsurance Holdings SA,Flagstone Island Gardens,0.9154582781080657
Centerpoint Energy Resources Corp,Center for Children's Law & Policy,0.9154327022011638
British American Tobacco PLC,British Gas North America,0.9152998605769468
New York Community Bancorp Inc.,New York Structural Biology Center,0.9152861860321311
Herbalife Nutrition Ltd,Herbalife International,0.9151487919986528
Independent Bank Corp.,Independent Bakers Assn,0.9151255346197652
Innovative Solutions and Support Inc,Innovative Productivity,0.9150694655693818
California Coastal Communities Inc,California Primary Care Assn,0.9150460302729325
Raytheon Co.,Raytheon Air Traffic Management Systems,0.9149786500307461
Cold Spring Capital Inc,Cold Spring Harbor Laboratory,0.9149463324988903
Applied Minerals Inc,Applied Measurement Professionals/NBRC,0.9148931739002005
Golden Phoenix Minerals Inc,Golden Hill Paugussett Tribe,0.9148750797619233
California Micro Devices Corp,California Center for Land Recycling,0.9148682631306323
Wisconsin Power & Light,Wisconsin Counties Assn,0.9148642215828486
Charles River Laboratories International Inc,Charles A Dana Sevilla Co,0.9148089591293794
Qiagen NV,Viagen Inc,0.9147414206421066
Environmental Power Corp,Environmental Working Group,0.9146152428605626
Frontier Oil Corp.,Frontier Performance Polymers,0.9146009396841954
Atlantic BancGroup Inc,Atlantic Capes,0.9145711581563881
Central Natural Resources Inc,Central Arizona Water Conservation Distr,0.9145552255898982
Electric & Gas Technology,Electric Power Research Institute,0.9145504682287678
VisionChina Media Inc,Vision Council of America,0.9145404678756849
Rochester Medical Corp,Rochester Institute of Technology,0.9144962115211973
Air Products and Chemicals Inc.,Air Products Healthcare,0.9144763939494525
Taylor Capital Group Inc,Taylor Lohmeyer PC,0.9144538744771235
Princeton National Bancorp Inc,Princeton Optronics,0.9143902449414183
Hanover Insurance Group Inc,"Hanover County, VA",0.914363909101347
Eurasia Gold Inc,Eurasia Foundation,0.9143633207182769
Thomas Group Inc,Thomas M Cooley Law School,0.9143284701384753
Equitable Group Inc,Equitable Resources,0.9143222553868201
Grupo Elektra SA De CV,Grupo Bueno,0.9143039527451542
Texas Pacific Land Trust,Texas Produce Assn,0.9142787762578855
Providence and Worcester Railroad Co,Providence Plan,0.9142655589212498
Central Pacific Financial Corp.,Central Coal Co,0.9142604238255584
NorthWestern Corp,Northwest Evaluation Assoc,0.9142178761755333
California Grapes International Inc,California State Lands Commission,0.9140296886209274
Boston Pizza Royalties Income Fund,Boston Children's Museum,0.9140281554829887
Canadian Sub-Surface Energy Services Inc,Canadian Sugar Institute,0.9140144678281977
California Water Service Group,California State University/Fullerton,0.9140074585513328
Robert Half International Inc.,Robert Rose Consulting,0.9139723755582535
Chesapeake Utilities Corp.,Chesapeake Sciences Corp,0.9138771619983427
Industrial Enterprises of America Inc,Industrial Fabrics Assn International,0.9138699273961568
California Pizza Kitchen Inc,California High-Speed Rail Authority,0.9138652889994355
International Securities Exchange Holdings Inc,International Securities Exchange,0.9138564535597233
Applied Energetics Inc,Applied Geo Technologies,0.9138263470165737
Superior Offshore International Inc,Superior Telephone,0.9137309243911702
Strategic Distribution Inc,Strategic Communications,0.9136599752880205
Red Back Mining Inc,Red Arch Solutions,0.9136477884957166
Capital Title Group Inc,Capital Sand,0.9135807592946295
Interactive Systems Worldwide Inc,Interactive Gaming Council,0.9135339382944487
Forest City Realty Trust Inc,Forest City Hawaii LLC,0.9134748319389087
Senior Housing Properties Trust,Senior Pilots Coalition,0.9134471841221133
Alliance Data Systems Corp,Alliance for Investment Transparency,0.9134326319487759
Capital Properties Inc.,Capital Partnerships,0.9133449730241806
California Petroleum Transport Corp,California Avocado Commission,0.9132846633556716
Providence and Worcester Railroad Co,Providence Health System/Alaska,0.9131733887438962
Thomas & Betts Corp,Thomas Advisors,0.9130932567608698
Chesapeake Corp.,Chesapeake Bay Foundation,0.913065333137616
American Financial Group Inc,American Financial Services Assn/Ed Found,0.9129543773888554
Investment Technology Group Inc.,Investment Co Institute,0.9129519125041421
Centerplate Inc,Centerpoint Manufacturing,0.9128694083584913
Cincinnati Financial Corp,Cincinnati Zoo & Botanical Gardens,0.912834088451313
International Textile Group Inc,International Safety Equipment Assn,0.9127429490471569
Planet Biopharmaceuticals Inc,Planet Biotechnology,0.9127188225884751
Montgomery Street Income Securities Inc.,Montgomery Area Chamber of Commerce,0.9127104196518684
Kentucky First Federal Bancorp,Kentucky State University,0.9126771455634014
Technology Solutions Co,Technology CEO Council,0.9126609942542445
Foundation Coal Holdings Inc,Foundation/Hospices/S Sub-Saharan Africa,0.9126009953079376
Greater Bay Bancorp,Greater Baton Rouge Airport District,0.9125712749834273
Madison Gas & Electric Co,Madison Dearborn Partners,0.9125505192881206
Volkswagen AG,Volkswagen Group of America,0.9125235079288075
Alliance Data Systems Corp,Alliance for Care at the End of Life,0.9125027843345541
Robbins & Myers Inc.,Robbins Community Power,0.9124773520803342
Alliance One International Inc,Alliance of Nonprofit Mailers,0.912468705171999
New York Community Bancorp Inc.,New York City Dept of Info Tech & Telecom,0.9124359863189653
EchoStar Corp,EchoStar Communications,0.9124275114741455
Akamai Technologies Inc,Akamai Physics,0.9122725995311041
Kansas City Southern,Kansas Public Transit Assn,0.9122599704648582
Northwest Biotherapeutics Inc,Northwest Hospital,0.9122015281343646
Niagara Mohawk Power Corp,Niagara Military Affairs Council,0.9121542696358099
UnderSea Recovery Corp,Undersea Sensor Systems,0.9119678443805498
California Petroleum Transport Corp,California Attorney General's Office,0.9119603928828084
Trans-Lux Corp,Translume Inc,0.9119279345706366
Childrens Place Inc,Children's Hospital Medical Ctr of Akron,0.9118931468433147
Computer Modelling Group Ltd,Computer Cltn for Responsible Exports,0.911880706127031
Wisconsin Electric Power Co,Wisconsin Valley Improvement Co,0.9117572408934635
Specialized Health Products International,Specialized Technology Resources,0.9117225878719396
Pharmaceutical Products Development Inc,Pharmaceutical Care Management Assn,0.9116999438424489
Colorado Interstate Gas Co,Colorado River Water Conservation Dist,0.9115698563383844
Tennessee Valley Authority,Tennessee Technological University,0.9114791021272
North American Financial 15 Split Corp,North Star Education Finance,0.911434228700241
New York St Elec & Gas Corp,New York Regional Interconnect Inc,0.9114287034609442
Transforma Acquisition Group Inc,Transformational Space Corp,0.9113922685623544
SilverBow Resources Inc,Silver Crescent Foundation,0.9113892426147445
Open Range Energy Corp,Open Range Communications,0.9113673522384874
California Pizza Kitchen Inc,California Cnty Superintendent Educ Assn,0.9113485079822816
North American Gavlanizing & Coatings Inc.,North American Export Grain Assn,0.9113456954805673
California Grapes International Inc,California Academy of Sciences,0.9113226335013973
Global Alumina Corp,Global Computer Enterprises,0.911307604665794
Community Bancorp/NV,Community Hospitals & Wellness Centers,0.9112756271805199
Ixia,NELA,0.9112641486075007
Diagnostic Products Corp,Diagnostic Information Systems,0.9112406280775736
Intelligent Communication Enterprise Corp,Intelligent Optical Systems,0.9112248667370799
eNGENUITY Technologies Inc,Engenuitysc,0.9112168497706908
Golden West Financial Corp.,Golden Ventures,0.9111951341638347
Colliers International Group Inc,"Collier County, FL",0.9111748958513306
Southern Co,Southern Recycling,0.9111702516067264
California Pizza Kitchen Inc,California Assn of Industrial Banks,0.9111675714042532
National Healthcare Corp.,National Healthy Start Assn,0.9111456172111071
Pacific Booker Minerals Inc,Pacific Rim Environmental Resources  ,0.911107053531661
International Business Machines Corp,International Business Brokers Assn,0.9110783217329342
Optical Cable Corp,Optical Systems Technology,0.9110719002835727
AllianceBernstein Global High Income Fund Inc,Alliance of Automobile Manufacturers,0.9110323674476147
Eastern Virginia Bankshares Inc,Eastern Virginia Medical School,0.91096926444756
Kubota Corp,Kubota Credit Corp,0.9108917711706107
Interphase Corp,Interoperability Clearinghouse,0.9108577708931506
Childrens Place Inc,Children's Medical Center of Dallas,0.9108538976895528
Eagle Bulk Shipping Inc,"Eagle County, TX",0.9108228580586789
eHealth Inc,eHealth Initiative,0.9108179887318772
SuperCom Ltd,Superalloys Cmte,0.9108178783280488
Global Employment Holdings Inc,Global Via Infraestructuras,0.9107309262831177
Blount International Inc.,Blount County Memorial Hospital,0.9106635098594807
General Moly Inc,General Chemical Group,0.9106300297151682
New York & Co Inc,New York Public Library,0.9104773618862281
NorthWestern Corp,Northwest RiverPartners,0.9104623722756398
Washington Banking Co,Washington Hospital,0.9104613868255503
Cooper Industries Plc,Copper Valley Telephone Cooperative,0.9104558320164973
New York & Co Inc,New York Institute of Technology,0.9104225946523052
Florida Gaming Corp,Florida Memorial University,0.9103852953032321
Florida Rock Industries Inc,Florida Hospital Assn,0.9102485293221603
Strategic Distribution Inc,Strategic Minerals Corp,0.9102097110312715
Bridgford Foods Corp,Bridges for Children Center,0.9101411905469946
New York Life Insurance Co,New York United Hospital Medical Center,0.9101170077353122
Federal Signal Corp.,Federal Law Enforcement Officers Assn,0.9100974753001112
