query_string,candidate_string,old_match,match
ALLIANCE FOR A NEW KOSOVO,Alliance for Safe Injection Practices,0,
LOS ANGELES COUNTY METROPOLITAN TRANPORTATION AUTHORITY,LOS ANGELES COUNTY METRO TRANSPORTATION AUTHORITY,0,
CENTER FOR BIOLOGICAL DIVERSITY,Center for Law & Social Policy,0,
American Great Lakes Ports,American Great Lakes Ports Assn,0,
"Philip Morris USA, Inc.",PHILIP MORRIS MANAGEMENT,0,
Western States Petroleum Council,Western States Petroleum Assn,0,
COALITION FOR A COMPETITIVE PHARMACEUTICAL MARKETPLACE,COALITION FOR CMPTV ACCESS TO CONTENT,0,
ALLIANCE FOR RAIL COMPETITION,ALLIANCE FOR BANGLADESH WORKER SAFETY,0,
CONFEDERATED TRIBES OF THE UMATILLA INDIAN RESERVATION,CONFEDERATED TRIBES -WARM SPRINGS RESERVATION OR,0,
ADVANCED POWER SYSTEMS INTL,Advanced Optics Electronics,0,
PARTNERSHIP FOR NEW YORK CITY,Partnership for Life,0,
"MONTGOMERY COUNTY GOVERNMENT, STATE OF MARYLAND",MONTGOMERY DIVISION OF TRANSPORTATION,0,
AMERICAN COLLEGE OF RADIOLOGY ASSOCIATION,AMERICAN COLLEGES POLITICAL ACTION COMMITTEE,0,
Alliance for Healthy Homes,Alliance for BioTherapeutics,0,
LOCKHEED MARTIN AERONAUTIC SECTOR,LOCKHEED MARTIN TACTICAL SYSTEMS,0,
Community Health Integrated Partnership,Community Home Health Ageny Inc,0,
Santa Barbara County Assocation of Government,Santa Barbara County Assn of Governments,0,
CONNECTICUT STATE UNIVERSITY SYSTEM,Connecticut Steel Corp,0,
Georgetown Sand & Gravel,Georgetown Special Taxing District,0,
CHILDRENS INSTITUTE,Children's Home Society of South Dakota,0,
ENERGY TECHNOLOGIES INCORPORATED,ENERGY TECHNOLOGY LEADERSHIP GROUP INC,0,
AMERICANS FOR DEMOCRATIC ACTION,AMERICANS FOR DEMOCRACY INC,0,
Blue Cross Blue Shield of Florida,Blue Cross/Blue Shield of Maryland,0,
Reliant Energy NJ Holding LLC,"Reliant Energy Power Supply, LLC",0,
Center for Environmental Innovation in Roofing,Center for Civic Education,0,
UNION PACIFIC RESOURCES,UNION PACIFIC CORP,0,
HARRISON COUNTY,HARRISON COUNTY MS,0,
NEW YORK STATE URBAN DEVELOPMENT CORPORATION,New York State Electric & Gas Corporation,0,
VOLUNTEERS OF AMERICA LOS ANGELES,VOLUNTEERS OF AMERICA CHESAPEAKE,0,
Puerto Rico Chapter,Puerto Rico Primero,0,
AMERICAN SOCIETY FOR HISTOCOMPABILITY & IMMUNOGENETICS,AMERICAN SOCIETY FOR THE PREVENTION OF CRUELTY TO ANIMALS,0,
ELECTRICAL DISTRICT # 8,ELECTRICAL DISTRICT NO. 3,0,
PACIFIC CAPITAL BANKCORP NA,Pacific Capital Bank,0,
LOUISIANA INTL GROUP,LOUISIANA FINANCE ASSN,0,
Cornerstone Government Affairs obo Stupp Bros.,Cornerstone Government Affairs obo Citigroup Inc,0,
"Marathon Petroleum Timor Gap East, Ltd.",Marathon Petroleum Timor Gap West Ltd,0,
MIDWEST EYE & EAR INST,"MIDWEST RENEWABLE ENERGY, LLC",0,
L-3 Communications Systems West,L-3 Communications Integrated Systems,0,
ANDERSON & CALLENDER,Anderson Tully Corp,0,
COMMUNITY HOME HEALTH AGENCY,COMMUNITY HEALTH INTEGRATED PARTNERSHIP,0,
WYANDOTTE MUNICIPAL SERVICES - MI,"WYANDOTTE MUNICIPAL SERVICES, MI",0,
"GDF Suez Energy North America, Inc.",GDF SUEZ Energy Marketing NA Inc,0,
NEW YORK STATE CREDIT UNION LEAGUE,New York State Nurses Assn,0,
Public Broadcasting System,Public Broadcasting Entities,0,
FINANCIAL SERVICES COUNCIL,FINANCIAL SERVICES ROUNDTABLE,0,
LOCKHEED MARTIN AERONAUTICS SECTOR,LOCKHEED MARTIN TACTICAL SYSTEMS,0,
Robert Biale Vineyards,Robert College,0,
BOYS & GIRLS TOWN OF MISSOURI,Boys & Girls Homes/NC,0,
"Washington County, Oregon","Washington County, NC",0,
INNOVATIVE COMMUNICATION COMPANY,Innovative Technology Systems,0,
ALASKA COMMUNICATIONS SYSTEMS GROUP,ALASKA COMMUNICATIONS SYS GRP IN,0,
Confederated Tribes of Siletz Indians of Oregon,Confederated Tribes of Umatilla Indians,0,
CROP INSURANCE RESEARCH BUREAU INC,CROP INSURANCE SYSTEMS INC,0,
GEORGIAN BAY ASSOCIATION FOUNDATION,Georgian American Alloys,0,
PHILIP MORRIS MANAGMENT CORP,PHILIP MORRIS USA INC.,0,
American College of Cardiology Foundation,American College of Cardiology/Maryland,0,
STUDENT LOAN FINANCE ASSN,Student Loan Servicing Alliance,0,
INTERNATIONAL BIOMETRIC INDUSTRY ASSOCIATION,International Biometrics & Identification Assn,0,
INDUSTRIAL ENERGY CONSUMERS OF AMERICA,INDUSTRIAL ENTERPRISES AM INC,0,
AMERICAN BUSINESS FOR LEGAL IMMIGRATION,AMERICAN BUSINESS FINL SRVCS INC,0,
AMERICAN SOCIETY FOR GASTROINTESTINAL ENDOSCOPY,AMERICAN SOCIETY FOR DERMATOLOGIC SURGERY ASSOCIATION,0,
Great Lakes Anesthesia Associates,Great Lakes Bank,0,
FLORIDA STATE UNIV SYSTEM,Florida Regional Emergency Services,0,
Midwest Energy Cooperative,Midwest Energy Co.,0,
THOMAS AND SKINNER INC,Thomas M Cooley Law School,0,
COALITION FOR ASBESTOS RESOLUTION,Coalition for Breathing Safety,0,
COALITION FOR FAIR MEDICARE PAYMENT,Coalition for Fair Gaming,0,
"FIDELITY NATIONAL INFORMATION SERVICES, INC.",FIDELITY NATIONAL TITLE GROUP,0,
"FRANKLIN COUNTY, IDAHO",FRANKLIN COUNTY CDC,0,
"BOYS & GIRLS CLUB OF ALEXANDRIA, VIRGINIA",Boys & Girls Clubs/Greater Kansas City,0,
CHILDRENS HOSPITAL CENTRAL CALIFORNIA,CHILDRENS HOSPITAL & HEALTH CENTER SAN DIEGO,0,
WESTINGHOUSE ELECTRIC-NUCLEAR SYSTEMS DIVISION,"WESTINGHOUSE DIGITAL ELECTRONICS, LLC",0,
Center for Social Science Research,CENTER FOR APPLIED SPECIAL TECHNOLOGY,0,
BUSINESS COUNCIL OF ALABAMA,Business Cltn/US-Central America Trade,0,
CHILDRENS HOSPITAL MEDICAL CENTER,CHILDRENS HOSPITAL & HEALTH CENTER SAN DIEGO,0,
American Society of Interventional Pain Physicians,American Society of Landscape Architects,0,
FPL Energy Crystal Lake Wind LLC,"FPL Energy Operating Services, Inc.",0,
PHILADELPHIA HEALTH AND EDUCATION CORPORATION,PHILADELPHIA ORCHESTRA,0,
PENNSYLVANIA RURAL ELECTRIC ASSN,Pennsylvania Midstream Assn,0,
ALLIANCE FOR CHILDREN & FAMILIES,Alliance for Connecting First Responders,0,
LINCOLN PROPERTY CO,LINCOLN PAPER & TISSUE,0,
Harrison County,Harrison County MS,0,
Horizon Organic,Horizons BetaPro COMEX Gold Inverse ETF,0,
FPL Energy AVEC LLC,FPL Energy Marcus Hook LP,0,
U S AIRWAYS GROUP,U S AIRWAYS GROUP INC NEW,0,
ADVANCED ANALYTICAL,ADVANCED ANALOGIC TCHNLGS INC,0,
ADVANCED TECHNOLOGY SERVICES INC,Advanced Mechanical Products,0,
COALITION TO PROMOTE U S REINVESTMENT,COALITION TO PROMOTE U S AGRICULTURAL EXPORTS,0,
AKZO NOBEL CHEMICALS INC,Akzo Nobel Polymer Chemicals,0,
AMERICAN ACADEMY OF OTOLARYNGIC ALLERGY,AMERICAN ACADEMY OF ALLERGY ASTHMA AND IMMUNOLOGY,0,
FPL Energy Red Canyon LLC,FPL ENERGY CAPE LLC,0,
Environmental Law Foundation,Environmental Disposal Systems,0,
EDUCATIONAL TESTING SERVICES,EDUCATIONAL SERVICES OF AMERICA INC,0,
NEW YORK CITY PARTNERSHIP,NEW YORK COMMUNITY BANCORP INC,0,
ADVANCED TECHNOLOGY INST,ADVANCED TECHNOLOGY ACQUISITION,0,
BOYS & GIRLS CLUB OF GREATER KANSAS CITY,BOYS & GIRLS HOMES/NC,0,
GENERAL ELECTRIC APPLIANCES,GENERAL ELECTRIC COMPANY,0,
American College of Cardiologists,American College of Ob/Gynecologists,0,
AMERICAN BUSINESS COUNCIL OF THE GULF COUNTRIES,American Business Financial Services Inc,0,
"Harmonic International, L.L.C.",Harmonia Inc,0,
Coalition for a Healthy Oregon,Coalition for a Procompetitive Stark Law,0,
COALITION TO PRESERVE MINE SAFETY STANDARDS,COALITION TO PRESERVE RETIREMENT SCRTY,0,
Visiting Nurse Association of Greater Cincinnati and Northern Kentucky,Visiting Nurse Assn of Central Jersey He,0,
Catalyst Pharmaceuticals,Catalyst Paper Corp,0,
University of Maryland Medical System Corporation,University of Maryland/Eastern Shore,0,
ENERGY EAST MANAGEMENT CORP,Energy Farm Inc.,0,
L-3 COMMUNICATIONS CORPORATION,L-3 Communications Avisys,0,
Nevada Cogeneration Assoc 1,Nevada Cogeneration Associates #2,0,
LAKE CHARLES MEMORIAL HOSPITAL,"LAKE CHARLES METHANOL, LLC",0,
CLEVELAND CLINIC,Cleveland Shipholding Group LLC,0,
AUTOMOTIVE PARTS & SERVICE ALLIANCE,Automotive Properties Real Estate Investment Trust,0,
ALLIANCE DATA SYSTEMS,ALLIANCE FOREST PRODUCTS INC,0,
US MAGLEV CORP,US Maglev Coalition,0,
AMERICAN SOCIETY FOR BIOCHEMISTRY AND MOLECULAR BIOLOGY,AMERICAN SOCIETY FOR THE PREVENTION OF CRUELTY TO ANIMALS,0,
CENTER FOR BIODIVERSITY,Center for Jewish History,0,
CENTER FOR FREEDOM & PROSPERITY,CENTER FOR REGULATORY EFFECTIVENESS,0,
Canadian Pacific Railway Company,Canadian Pork Council,0,
Blue Cross Blue Shield of Michigan,Blue Cross/Blue Shield of Maryland,0,
American Society of Association Executives,AMERICAN SOCIETY OF RADIOLOGIC TECHNOLOGISTS,0,
AMERICAN ACADEMY OF FAMILY PHYSICIANS,American Academy of Emergency Medicine,0,
PRINCE GEORGES COMMUNITY COLLEGE,Prince George's Community College Fdtn,0,
ENVIRONMENTAL STRATEGY GROUP INC,Environmental Asset Services Inc,0,
CONNECTICUT STATE COLLEGES & UNIVERSITIES,Connecticut Steel Corp,0,
PACIFIC GROCERS EMPLOYEE BENEFITS TRUST,PACIFIC ETHANOL INC,0,
NEW YORK UNIVERSITY MEDICAL CENTER,NEW YORK UNIVERSITY LANGONE MEDICAL CENTER,0,
Lockheed Martin Aircraft Center,Lockheed Martin Tactical Systems,0,
Franklin Savings Bank,Franklin Savings Corp,0,
Texas RioGrande Legal Aid,TEXAS ROADHOUSE INC,0,
Environmental Justice Resource Center,ENVIRONMENTAL COMMUNICATIONS,0,
Black Kelly et al,Black Business Investment Fund of Central Florida,0,
FLORIDA SUGAR CANE LEAGUE,Florida Dept of Agriculture,0,
REPUBLIC STEEL CORP,REPUBLIC SERVICES INC,0,
The Livingston Group-TECT Corporation,The Livingston Group-EADS North America Inc,0,
U.S. Global Leadership Coalition,U.S. GLOBAL LEADERSHIP CAMPAIGN,0,
Sunflower Electric Holdings Inc,Sunflower Electric Power Corp,0,
LOCKHEED MARTIN - MANASSAS,Lockheed Martin et al,0,
AMERICAN SOCIETY FOR BIOCHEMISTRY & MOLECULAR BIOLOGY,AMERICAN SOCIETY FOR THE PREVENTION OF CRUELTY TO ANIMALS,0,
CENTER FOR CHILDRENS LAW & POLICY,Center for Science in Public Interest,0,
"LOCKHEED MARTIN CORP, GOVERNEMENT ELECTRONICS SYSTEMS",Lockheed Martin Naval Elec & Surv,0,
ADVOCATES FOR DEVELOPMENT ASSISTANCE,Advocates for EMS,0,
Small Business Administration,Small Business Majority Foundation,0,
Washington Service Corps,"Washington Services, Inc.",0,
LOUIS DREYFUS COMMODITIES LLC,LOUIS DREYFUS CORPORATION,0,
AMERICAN ACADEMY OF NURSE PRACTITIONERS,American Academy of Pediatrics,0,
Alliance for HCPCS Coding Reform,Alliance for Hydropower Licensing Reform,0,
Pacific Community Credit Union,Pacific Communities,0,
AllscriptsMisys Healthcare Solutions,Allscripts-MISYS Healthcare Solutions,0,
BLUE CROSS BLUE SHIELD ASSOCIATION,BLUE CROSS BLUE SHIELD OF SOUTH CAROLINA,0,
Equal Justice Center,Equal Justice Coalition,0,
"Pernod Ricard USA., LLC",Pernod Ricard,0,
"CH2M HILL COMPANIES, LTD",CH2M HILL Portland,0,
ACCESS COMMUNITY HEALTH NETWORK,"ACCESS SPECTRUM, LLC",0,
NEW JERSEY & H ST LIMITED PARTNERSHIP,New Jersey Technology & Manufacturing Assn,0,
CORNERSTONE CARE INC,CORNERSTONE THERAPEUTICS INC,0,
CHILDRENS HOSPICE INTL,Children's Hospital/Research Ctr Oakland,0,
ALLIANCE FOR POWER PRIVATIZATION,Alliance for Biosecurity,0,
Mountain View Hospital,Mountain View Power Prtnrs LLC,0,
STARRETT CITY ASSOC,Starrett Corp,0,
HEALTHCARE INSTITUTE OF NJ,HealthCare Insight,0,
Environmental Security),Environmental and Energy VIAD Corporation,0,
GOODWILL INDUSTRIES OF COLUMBIA WILLAMETTE INC,Goodwill Industries/Metro Chicago,0,
INFORMATION MANUFACTURING L L C,Information Systems Support Inc,0,
Research & Development,Research & Development Laboratories,0,
"Engineering and Computer Simulations, Inc.",Engineering Animation Inc,0,
Lennox International response to NOPR,LENNOX INTERNATIONAL: COMMERCIAL UNITARY,0,
EAST KENTUCKY OIL & GAS ASSOCIATION,"EAST KENTUCKY POWER COOPERATIVE, INC.",0,
"Advanced Technology Services, Inc.",Advanced Technology Systems,0,
GOODWILL INDUSTRIES INTERNATIONAL INC,Goodwill Industries/Metro Chicago,0,
"Greene County, AL","Greene County, MO",0,
CALIFORNIA TAX CREDIT ALLOCATION COMMITTEE,California State Lands Commission,0,
Washington University in St,Washington Wine Commission,0,
Environmental Geo-Technologies,ENVIRONMENTAL EVALUATION GROUP,0,
"SYRACUSE CITY, UTAH",Syracuse Inc,0,
The Livingston Group-TVI Corp.,The Livingston Group LLC -,0,
LOCKHEED MARTIN COHERENT TECHNOLOGIES,Lockheed Martin Aculight,0,
AMERICAN SOCIETY FOR ANESTHESIOLOGISTS,AMERICAN SOCIETY FOR HEALTH INFORMATICS MANAGERS,0,
COMMUNITY HEALTH CENTER,Community Health Advocates,0,
Georgetown University School of Medicine,Georgetown University Medical Center,0,
Kaiser Aluminum,Kaiser Aluminum & Chemical,0,
Western Growers,WESTERN DATACOM,0,
ATTORNEYS LIABILITY ASSURANCE SOCIETY,ATTORNEYS LIABILITY PROTECTION SOCIETY CORPORATION,0,
California Wool Growers Association,California Walnut Commission,0,
US Virgin Islands Fifth Constitutional Convention,US Virgin Islands Economic Alliance,0,
Massachusetts Housing Investment Corp,Massachusetts School of Law,0,
PENNSYLVANIA NATL GUARD ASSN,Pennsylvania State University,0,
CONFEDERATED SALISH AND KOOTENAI TRIBES OF THE FLATHEAD RESERVATION,Confederated Tribes of Umatilla Indians,0,
Cornerstone Government Affairs obo Kirby Corporation,Cornerstone Government Affairs obo Citigroup Inc,0,
KANSAS CITY COMMUNITY CENTER,KANSAS CITY SOUTHERN,0,
Connecticut Business & Industry Association,Connecticut Public Television,0,
Colorado State University Foundation,Colorado State University/Global Campus,0,
PHOENIX TECHNOLOGIES,PHOENIX SCIENTIFIC INC,0,
American Society for Dermatologic Surgery Association,American Society for Bone/Mineral Research,0,
FARMERS FOR CLEAN AIR,Farmers Mutual Hail Insurance of Iowa,0,
Planned Parenthood Mohawk Hudson,Planned Parenthood/California,0,
Independent Voters Consortium,Independent Investment Bankers Corp,0,
CITY OF DES MOINES-IA,CITY OF DES MOINES WA,0,
First National Bank of Dryden,First Community Bank of Kingsville TX,0,
California State University San Bernardino Foundation,California State University/Fresno,0,
Georgia Department of Transportation,Georgia State University,0,
Intelligent Compensation LLC,Intelligent Communication Enterprise Corp-Old,0,
ELECTRONIC RETAILING ASSOCIATION,Electronic Retailing Systems International,0,
CHILDRENS HOSPITAL-DENVER,Children's Hospital Colorado,0,
COALITION FOR ABESTOS JUSTICE INC,Coalition for Breathing Safety,0,
PROGRESSIVE EXPERT CONSULTING INC,PROGRESSIVE WASTE SOLUTIONS LTD,0,
AMERICAN ELECTRONICS ASSOCIATION,AMERICAN ELECTRIC POWER CO INC,0,
"Midwest Electric, Inc.","Midwest Electric Power, Inc.",0,
NORTHWEST COLLEGE,Northwest IN Commuter Transport Dist,0,
CHILDRENS TELEVISION WORKSHOP,Children's Svcs Council/Palm Beach FL,0,
AMERICAN SOCIETY OF INTERVENTIONAL PAIN PHYSICIANS,American Society of Pediatric Nephrology,0,
LOCKHEED MARTIN CORP -- SE&C,Lockheed Martin Corporation,0,
"INNOVATIVE SIGNALS TECHNOLOGY, LLC",INNOVATIVE COS INC,0,
BOYS & GIRLS CLUBS OF AMERICA,BOYS & GIRLS HOMES/NC,0,
AMERICAN ACADEMY OF PHYSICIAN ASSISTANTS,AMERICAN ACADEMY OF OTOLARYNGOLOGY-HEAD AND NECK SURGERY,0,
TACOMA PUBLIC UTILITY,TACOMA PUBLIC SCHOOLS,0,
WHEELING PITTSBURGH CORP,WHEELING HOSPITAL INC,0,
Connecticut Concrete Promotion Council,Connecticut Hospice Inc,0,
COMMUNITY CREDIT UNION,Community Service  ,0,
GENERAL DYNAMICS ROBOTICS DIVISION,GENERAL DYNAMICS ELECTRIC BOAT,0,
New York Affordable Reliable Electricity Alliance,NEW YORK STATE HIGHER EDUCATION SERVICES CORPORATION,0,
Monroe County,MONROE COUNTY FL,0,
"ADVANCED PROJECTS RESEARCH, INC",Advanced Proteome Therapeutics Corp,0,
General Dynamics Electric Boat,General Dynamics C4 Systems,0,
California Olive Oil Council,California Cling Peach Growers,0,
MILITARY OFFICERS ASSN OF AMERICA,Military Heritage Foundation,0,
PACIFIC OPEN MARKETS,Pacific Northwest Research Institute,0,
Osprey Energy Center,Osprey Energy Ltd,0,
Electron Energy Corporation,Electrolux North America,0,
AMERICAN ACADEMY OF FAMILY PHYSICANS,American Academy of Emergency Medicine,0,
AMERICAN SOCIETY FOR RADIATION ONCOLOGY,AMERICAN SOCIETY FOR HEALTH INFORMATICS MANAGERS,0,
PERNOD RICARD,PERNOD RICARD USA LLC,0,
Los Angeles Cold Storage,Los Angeles County Cmty Services Ctr,0,
"BOONE COUNTY, KENTUCKY","Boone County Sheriff's Office, KY",0,
ALLIANCE FOR CLEAN COAL,ALLIANCE FOR ADVANCING NONPROF HLTHCARE,0,
California Cities for Self Reliance Joint Powers Authority,California WIC Assn,0,
CONNECTICUT PUBLIC TELEVISION,CONNECTICUT BUSINESS & INDUSTRY ASSOCIATION,0,
TRANSCANADA PIPELINES LIMITED,TRANSCANADA PIPELINE USA LTD,0,
NEW ENGLAND ELECTRIC SYSTEM,NEW ENGLAND MOBILE X-RAY,0,
"GOODWILL INDUSTRIES INTERNATIONAL, INC",Goodwill Industries/Metro Chicago,0,
AMERICAN INTERNATIONAL GROUP,AMERICAN INTERNATIONAL CENTER,0,
Global Energy Incorporated,Global Energy Group Inc,0,
Lancaster County Solid Waste Management Authority,Lancaster County Solid Waste Mgmt Auth,0,
Gas Recovery Services-IL Inc,GAS RECOVERY SYSTEMS LLC,0,
"COMMUNITY HEALTH CENTER, INC.",COMMUNITY HEALTH SYS INC,0,
Arkansas Short Lines,Arkansas Capital Corp Group,0,
PACIFIC OPEN MARKETS COALITION,Pacific Northwest Research Institute,0,
CLEVELAND BLUFFS DEVELOPMENT,Cleveland Electric Illuminating Company,0,
COALITION FOR AFFORDABLE ACCOUNTING,COALITION FOR RESPBL WASTE INCINERATION,0,
SCIENCE COALITION,Science & Applied Technology Inc,0,
New Jersey Institute for Technology,New Jersey Community Development Corp,0,
SYRACUSE CITY UTAH,Syracuse Inc,0,
COMMUNITY SERVICE LLC,COMMUNITY SERVICE SOCIETY,0,
Consumers for Paper Options,Consumers for Cable Choice,0,
PRINCE GEORGES COUNTY,Prince George's Community College Fdtn,0,
Los Angeles River Revitalization Corporation,Los Angeles Streetcar,0,
UNIVERSITY OF WISCONSIN - MILWAUKEE,UNIVERSITY OF WISCONSIN/MADISON,0,
EUROPEAN-AMERICAN BUSINESS COUNCIL,European Aeronautic Defence & Space,0,
Great Lakes Carbon Fiber,Great Lakes Carbon Corp,0,
Midwest Energy Policy Analysis,"Midwest Electric Power, Inc.",0,
BERGEN COUNTY UTILITIES AUTHORITY,"Bergen County, NJ",0,
DOUGLAS COUNTY NEVADA,DOUGLAS COUNTY NE,0,
University of Wisconsin System,University of Wisconsin Medical Fndtn,0,
TETRA TECH,Tetra Tech EC,0,
CALIFORNIA CLING PEACH GROWERS,CALIFORNIA PIZZA KITCHEN INC,0,
"Independence Blue Cross, LLC",Independence Technology Inc,0,
TRANSAMERICA CORP,TransAmerica Homefirst,0,
Center for Sustainable Coast,Center for Austism & Related Disorders,0,
AMERICAN ACADEMY OF OTOLARYNOLOGY,AMERICAN ACADEMY OF COSMETIC SURGERY,0,
COALITION FOR ASBESTOS REFORM,Coalition for Breathing Safety,0,
AMERICAN SOCIETY FOR BONE & MINERAL RESEARCH,AMERICAN SOCIETY FOR HEALTH INFORMATICS MANAGERS,0,
National Council for History Education,National Council for Impacted Schools,0,
Environmental Project Engineer,ENVIRONMENTAL POWER CORP,0,
CHILDRENS HEALTH SYSTEMS,Children's Healthcare of Atlanta,0,
MIDWEST EXPRESS AIRLINES,MIDWEST EXPRESS HOLDINGS INC,0,
SYRACUSE CITY,Syracuse Inc,0,
North American Die Casting Association,NORTH AMERICAN INSURANCE LEADERS INC,0,
AMERICANS FOR COMMUNITY AND FAITH-CENTERED ENTERPRISE,Americans for Community Development,0,
LONG ISLAND UNIV,Long Island Educational Resources,0,
ACADEMY FOR RADIOLOGY RESEARCH,ACADEMY FOR RADIOLOGY & BIOMED/IMAGING RESEARCH,0,
LOCKHEED MARTIN ENERGY SYSTEMS,LOCKHEED MARTIN ENERGY RESEARCH,0,
NEW ENGLAND EYE INSTITUTE,New England Gas Company,0,
HEATING AIRCONDITIONING & REFRIGERATION DISTRIBUTORS INTERNATIONAL,HEATING AIR-CONDITIONING & REFRIGERATION DISTRIBUTORS INTERNATIONAL,0,
BECHTEL SYSTEMS AND INFRASTRUCTURE INC,BECHTEL JACOBS CO,0,
KONGSBERG PROTECH SYSTEMS,Kongsberg Protech AS,0,
Universal Home Protection,UNIVERSAL COMPRESSION PTNRS L P,0,
CENTER FOR INTERNEE RIGHTS,Center For Advanced Illness Coord Care,0,
BLUE CROSS & BLUE SHIELD OF TX,Blue Cross/Blue Shield of Massachusetts,0,
"ECONOMIC DEVELOPMENT ALLIANCE OF JEFFERSON COUNTY, AS",Economic Devel Commission/FL Space Coast,0,
Wayne County Michigan,Wayne County Community College District,0,
Financial Services Institute Bellaire,Financial Services Rountable,0,
ELECTRONIC COMMERCE ASSN,Electronic Commerce Tax Study Group,0,
LOCKHEED MARTIN SIPPICAN INC,LOCKHEED MARTIN IDAHO TECHNOLOGIES,0,
BAKER TILLY,Baker Tilly et al,0,
COMMUNITY HEALTH CENTER INC,COMMUNITY HEALTH SYS INC,0,
MISSISSIPPI POLYMER TECHNOLOGIES INC,MISSISSIPPI POULTRY ASSN,0,
Alaska Community Action on Toxics,Alaska Communications,0,
SOUTHWEST COUNCIL OF AGRIBUSINESS,Southwest College of Naturopathic Med,0,
"Thompson Engineering, Inc.",Thompson Engineering Testing,0,
PRODUCTION SERVICE & SALES DISTRICT COUNCIL PENSION FUND,PRODUCTION SERVICE & SALES DISTRICT COUNCIL UFCW-AFL-CIO,0,
ILLINOIS AMERICAN WATER CO,ILLINOIS AMERICAN WATER COMPANY,0,
MEDICAL SECURITY CARD COMPANY,Medical Resident FICA Coalition,0,
ADVANCED CERAMETRICS,Advanced Search Laboratories,0,
ENVIRONMENTAL SYSTEMS PRODUCTS HOLDINGS,ENVIRONMENTAL PASTEURIZATION LLC,0,
AMERICAN COLLEGE OF CHEST PHYSICIANS,American College of Radiology,0,
FLORIDA MEDICAL ASSN,FLORIDA REGIONAL EMERGENCY SERVICES,0,
Specialty Chemicals Division,Specialty Products,0,
FIRST NATL BANK OF OMAHA,FIRST NATL BANKSHARES FLA,0,
MISSISSIPPI TECHNOLOGY ALLIANCE,Mississippi Power Co,0,
INDEPENDENCE BLUE CROSS,INDEPENDENCE TECHNOLOGY INC,0,
